,Annual return,Cumulative returns,Annual volatility,Sharpe ratio,Calmar ratio,Stability,Max drawdown,Omega ratio,Sortino ratio,Skew,Kurtosis,Tail ratio,Daily value at risk (95%),Portfolio turnover (in %),lookback
0,-0.13308673152792083,-0.13259528520584107,0.13754392185755665,-0.9690937393598098,-0.6375415064350087,0.8790869352693179,-0.20874990911903513,0.8411625992664096,-1.308636191606387,-0.31699356564236814,1.7936475274964025,0.911569548346215,-0.01485482189928855,72.57533025215008,10
1,-0.14638844729476708,-0.14585213276863096,0.13693551200880416,-1.0867427732264294,-0.7816823441536501,0.8795573622580771,-0.1872735752440028,0.8225564824752268,-1.3633590198622083,-0.6130757317174497,1.9831914886725612,0.9068251425789067,-0.014467809113904773,47.63609015990099,30
2,-0.10402531552064209,-0.10363468811035159,0.14298430737018014,-0.6962375803218106,-0.6338691168653765,0.8749026505016821,-0.16411166398998955,0.8879089554618798,-0.8918512752296001,-0.6592190390051318,1.313323215014535,0.7078456148416862,-0.017444306330272608,43.53921736213015,60
3,-0.13707034657393857,-0.13656537782669065,0.13792602638385765,-0.999190974186217,-0.7630951192846518,0.8787917464001032,-0.17962419508387423,0.8386906849048144,-1.2091152096825628,-0.8374816558618186,2.040050151788598,0.7243253926080503,-0.016749824823684534,39.56121407581676,90
4,-0.09764277810661404,-0.0972747962856293,0.14476472382337693,-0.6368178269640548,-0.5441784298348981,0.8735419420159278,-0.1794315480976314,0.8950065705007801,-0.7806384415301308,-0.8047405731792978,1.7552008830842039,0.7684385752046506,-0.016607117759391832,29.400060061501218,120
5,-0.01722639897849454,-0.017158630113601636,0.15419389118394408,-0.03535780470483341,-0.15525957768798737,0.866405555980048,-0.11095224677934551,0.9938996083960301,-0.04648576258727387,-0.43316476048038394,2.2745425202487453,0.8893383314273321,-0.01609026595108204,22.481037641815032,150
6,0.00039945890949510954,0.00039787343978892054,0.15811135583091815,0.08178588636610398,0.0032780477779277314,0.8634748247352458,-0.12185878198140042,1.0138156517730283,0.11123526810168038,-0.36700772807444276,1.834037678662296,0.8739307320702949,-0.016177464013512555,13.793032126297199,252
7,-0.004285964264304387,-0.004268992824554396,0.16039254324789343,0.053601208017381836,-0.02790498242489921,0.8617773406239229,-0.15359136225364842,1.0089899828677025,0.07527463616046146,-0.3180707194082825,1.382903526951179,0.906853404449331,-0.017094778150630652,14.424912013239242,504
8,0.017690953037942325,0.017620135965347394,0.16847900389017723,0.1885475649103536,0.11819567080999782,0.855813409287402,-0.1496751354487503,1.032135738095617,0.2579221653885865,-0.35282157422748023,1.7826042402502256,0.8793614339329683,-0.017739202645623064,8.076230544470736,756
9,0.006300748681625112,0.006275667419433528,0.16697568684228986,0.12131763697586301,0.0404805546473565,0.8569158820316917,-0.15564877350405995,1.02043308566619,0.1681966617210837,-0.3451301628118156,1.6580429060721271,0.8855224148720912,-0.01734654731198021,8.520382459932822,882
