portfolio_value,cash,w_c,w_XLF,w_XLK,w_XLV,w_XLY,w_XLP,w_XLE,w_XLI,w_XLU,w_XLB,w_XLRE,w_XLC,s_XLF,s_XLK,s_XLV,s_XLY,s_XLP,s_XLE,s_XLI,s_XLU,s_XLB,s_XLRE,s_XLC
100478.3713760376,12087.34497833252,0.12029797868733319,0.1621,0.1621,0.0641,0.0912,0.0596,0.0596,0.0594,0.0595,0.1621,0.0,0.0,1133,445,113,139,150,152,137,176,474,0,0
100167.33132839203,27625.13112640381,0.2757898284804716,0.0504,0.0502,0.0503,0.0929,0.1003,0.1347,0.0547,0.1369,0.0537,0.0,0.0,353,138,89,142,253,347,126,397,157,0,0
100011.6952009201,30192.165969848633,0.3018863534828961,0.055,0.0547,0.0549,0.1491,0.1495,0.0547,0.0704,0.0549,0.0549,0.0,0.0,385,150,97,227,376,141,162,160,162,0,0
101039.9608001709,12699.690952301025,0.12568978502889072,0.1682,0.0618,0.0613,0.0616,0.0617,0.0618,0.1679,0.168,0.0618,0.0,0.0,1171,169,108,93,156,157,384,489,181,0,0
100034.8918504715,13990.888231277466,0.13986008254190482,0.1883,0.0691,0.0689,0.0692,0.0691,0.0692,0.0691,0.0691,0.1881,0.0,0.0,1321,190,121,104,173,180,158,199,559,0,0
100429.4031867981,12953.618120193481,0.1289823269794786,0.0636,0.1727,0.1445,0.0634,0.1729,0.0634,0.0636,0.0636,0.0633,0.0,0.0,449,473,254,95,433,164,146,183,187,0,0
101412.73793125153,18669.316782951355,0.1840924243225484,0.0532,0.0531,0.1443,0.0527,0.0532,0.0529,0.1172,0.1446,0.1447,0.0,0.0,374,145,253,79,133,138,268,416,426,0,0
101184.60575771332,13995.17252254486,0.13831325840272898,0.1579,0.1255,0.1153,0.0581,0.0581,0.1576,0.0579,0.0732,0.058,0.0,0.0,1100,343,202,87,147,408,132,216,168,0,0
100453.81394100189,33383.043093681335,0.3323223059832026,0.0682,0.0714,0.0679,0.0676,0.1202,0.0681,0.0681,0.0681,0.0681,0.0,0.0,477,195,120,101,303,177,155,199,197,0,0
101794.11238765717,12758.934622764587,0.12534059508447215,0.1684,0.1142,0.0616,0.0617,0.0616,0.1683,0.0619,0.0618,0.1152,0.0,0.0,1154,307,108,91,156,432,140,184,329,0,0
102448.69576358795,26543.119605064392,0.25908694500431384,0.0472,0.1282,0.1107,0.0471,0.0886,0.0472,0.0962,0.1286,0.0471,0.0,0.0,322,346,195,70,225,119,219,383,136,0,0
102776.6477098465,11025.374965667725,0.10727509810199268,0.0528,0.0528,0.0863,0.0729,0.0529,0.1437,0.1438,0.1437,0.1438,0.0,0.0,359,143,153,108,134,358,326,427,414,0,0
103347.46919250488,21522.745571136475,0.2082561454025173,0.0626,0.0623,0.0772,0.0624,0.0622,0.17,0.0625,0.1699,0.0626,0.0,0.0,426,169,138,93,158,422,142,502,179,0,0
103904.57882118225,11980.074253082275,0.11529880962897457,0.1539,0.0863,0.0561,0.0564,0.1114,0.0566,0.0562,0.1537,0.154,0.0,0.0,1054,237,100,85,286,138,128,454,438,0,0
103023.13278770447,26523.59385585785,0.2574527985914962,0.0468,0.0467,0.1275,0.0465,0.1272,0.1272,0.0467,0.1272,0.0466,0.0,0.0,323,128,228,70,323,321,107,369,134,0,0
103521.06638622284,13138.769209861755,0.126918796999664,0.0622,0.0623,0.0619,0.169,0.1691,0.0621,0.1256,0.0621,0.0989,0.0,0.0,431,170,111,255,428,155,288,180,284,0,0
103608.78984928131,17452.106282234192,0.16844233300689643,0.06,0.06,0.1627,0.0597,0.1631,0.1271,0.0596,0.0796,0.0598,0.0,0.0,416,164,292,90,413,317,137,231,171,0,0
104895.85874271393,32018.35444831848,0.30523945208220604,0.0559,0.0558,0.0556,0.0559,0.0559,0.1519,0.0558,0.152,0.0559,0.0,0.0,383,152,99,84,143,374,128,446,159,0,0
104759.3230381012,31380.33556175232,0.2995469486791092,0.0576,0.0607,0.0543,0.1485,0.0544,0.0545,0.0546,0.1487,0.0672,0.0,0.0,395,165,97,222,139,135,125,435,192,0,0
104733.00368881226,15758.047761917114,0.15045923640973943,0.0535,0.0535,0.0534,0.0535,0.0534,0.1456,0.1455,0.1455,0.1456,0.0,0.0,367,145,97,80,136,361,333,425,415,0,0
105509.10871982574,12638.981572151184,0.1197904306604786,0.0589,0.0589,0.0649,0.1439,0.059,0.1018,0.1601,0.0725,0.1601,0.0,0.0,408,159,119,215,151,250,368,210,456,0,0
106456.87176990509,11064.544003486633,0.10393452127168866,0.051,0.0509,0.1384,0.1382,0.051,0.1387,0.1384,0.0509,0.1386,0.0,0.0,352,138,259,208,131,339,314,148,391,0,0
106894.24785327911,12659.560759544373,0.11843070149967873,0.0583,0.0625,0.0582,0.0583,0.1584,0.1586,0.058,0.1137,0.1556,0.0,0.0,401,170,108,88,409,388,131,334,439,0,0
106997.82957172394,31224.227919578552,0.2918211336113878,0.0533,0.0841,0.053,0.145,0.1448,0.0533,0.0534,0.0679,0.0533,0.0,0.0,367,228,98,219,374,131,120,200,150,0,0
106768.64976406097,12096.138049125671,0.11329297575511076,0.0558,0.0558,0.1517,0.0557,0.0559,0.152,0.0559,0.152,0.1519,0.0,0.0,385,151,277,84,145,375,126,448,431,0,0
106059.27100276947,12469.830134391785,0.1175741641111805,0.1585,0.1565,0.0854,0.1146,0.0583,0.0583,0.0873,0.0582,0.1054,0.0,0.0,1094,423,156,173,150,146,197,169,301,0,0
106024.60179805756,15684.904404640198,0.1479364613367268,0.0621,0.062,0.0624,0.1168,0.0656,0.1689,0.0619,0.0835,0.1689,0.0,0.0,431,167,114,176,169,421,140,242,482,0,0
106053.68657493591,11088.602584838867,0.1045565028708722,0.1302,0.0514,0.0513,0.1399,0.0515,0.1401,0.1398,0.0512,0.14,0.0,0.0,902,139,94,210,132,351,316,149,398,0,0
106747.78503227234,14725.83707332611,0.13794981384273358,0.0608,0.1516,0.0768,0.1651,0.1651,0.0605,0.0606,0.0607,0.0608,0.0,0.0,423,406,140,247,423,152,137,175,173,0,0
107147.62249660492,24508.99593257904,0.22874045509834465,0.0592,0.1609,0.0945,0.059,0.0591,0.161,0.0592,0.0592,0.0591,0.0,0.0,411,430,173,88,151,405,134,172,168,0,0
106987.82507610321,19757.145979881287,0.1846672363498138,0.161,0.1148,0.1108,0.0986,0.0593,0.0589,0.0939,0.059,0.059,0.0,0.0,1119,307,203,147,152,148,213,170,169,0,0
107528.05417537689,29451.252333641052,0.27389366021267747,0.05,0.0701,0.1356,0.0496,0.1357,0.0496,0.0498,0.1359,0.0498,0.0,0.0,346,187,247,74,346,127,113,392,142,0,0
107380.26031398773,15851.623824119568,0.14762139501029575,0.073,0.0729,0.1269,0.0726,0.0727,0.1984,0.0729,0.0902,0.0728,0.0,0.0,507,195,228,109,185,511,167,261,210,0,0
106475.19311714172,13355.282378196716,0.12543092890663762,0.1676,0.1674,0.1673,0.0612,0.0653,0.0615,0.0613,0.0616,0.0615,0.0,0.0,1171,448,302,92,166,158,140,180,177,0,0
107580.94671440125,13853.939115524292,0.12877688418473218,0.082,0.0728,0.1278,0.0632,0.0636,0.1731,0.0635,0.1616,0.0637,0.0,0.0,576,195,227,95,162,440,146,478,183,0,0
106720.56057929993,31736.50607585907,0.2973794918578684,0.0542,0.0824,0.1476,0.0543,0.054,0.054,0.0543,0.1475,0.0543,0.0,0.0,385,222,263,82,138,137,125,433,157,0,0
106981.6158952713,30380.63788318634,0.28397998692529747,0.0519,0.0518,0.0519,0.0812,0.0825,0.0622,0.1414,0.0519,0.1413,0.0,0.0,368,140,93,123,210,155,325,152,407,0,0
106873.3658876419,10563.219430923462,0.09883865211121716,0.1311,0.1167,0.1181,0.0862,0.1311,0.1311,0.0479,0.048,0.0907,0.0,0.0,925,316,213,131,336,328,110,141,260,0,0
108013.86865139008,32962.87194252014,0.30517258898397887,0.0558,0.0559,0.0559,0.0558,0.0559,0.152,0.0559,0.0556,0.1519,0.0,0.0,393,152,101,85,144,373,129,164,434,0,0
108600.6647567749,11545.99022102356,0.10631601792569395,0.1414,0.0518,0.0517,0.141,0.0518,0.1413,0.0748,0.0986,0.1414,0.0,0.0,979,140,93,213,135,347,171,294,402,0,0
108657.83283519745,13313.256940841675,0.1225245948079421,0.0606,0.1648,0.0605,0.0602,0.0809,0.1648,0.0605,0.0606,0.1646,0.0,0.0,419,446,109,91,212,404,138,181,468,0,0
108521.08340358734,12259.60540676117,0.11296980293836532,0.0664,0.0553,0.055,0.1501,0.0554,0.149,0.1503,0.1503,0.0552,0.0,0.0,460,150,99,226,144,370,342,446,156,0,0
109215.98071956635,13667.454520225525,0.12514152626912192,0.0619,0.0618,0.0619,0.0613,0.0618,0.168,0.1682,0.0619,0.1681,0.0,0.0,428,168,111,92,161,413,385,184,476,0,0
110147.99226284027,11892.477898597717,0.10796817676185447,0.0531,0.0635,0.0577,0.1446,0.1416,0.1444,0.0868,0.1446,0.0558,0.0,0.0,366,175,104,220,372,351,199,433,156,0,0
109796.29184436798,31613.796704292297,0.28793136975066186,0.0525,0.0525,0.0531,0.0521,0.1431,0.0525,0.1429,0.1107,0.0526,0.0,0.0,358,144,95,79,379,126,327,339,147,0,0
109106.08206272125,14329.09716129303,0.13133179095419936,0.0647,0.0647,0.1268,0.0662,0.0646,0.1758,0.0654,0.176,0.0645,0.0,0.0,442,177,224,100,173,422,149,547,180,0,0
109607.84649372101,31473.53329372406,0.28714671714243606,0.0525,0.0804,0.1395,0.0519,0.085,0.1427,0.056,0.0524,0.0524,0.0,0.0,357,225,247,79,228,339,128,162,146,0,0
109396.19467449188,26976.58213710785,0.24659525148362432,0.1224,0.1103,0.1223,0.0448,0.1222,0.0613,0.045,0.0801,0.0448,0.0,0.0,833,308,217,68,325,147,103,247,125,0,0
109534.49710559845,11502.324973106384,0.10501098080559394,0.1405,0.0812,0.1402,0.0515,0.0644,0.1337,0.0915,0.0516,0.1405,0.0,0.0,951,228,250,78,172,316,208,159,389,0,0
110091.23019123077,37007.38237285614,0.33615195605111814,0.0614,0.1668,0.0613,0.061,0.0613,0.0613,0.0613,0.0613,0.0681,0.0,0.0,417,473,110,93,164,143,139,187,188,0,0
109445.4644651413,12985.69914150238,0.11864995232980499,0.0844,0.0581,0.0697,0.0581,0.0584,0.1585,0.1348,0.152,0.1072,0.0,0.0,576,166,125,89,155,373,307,462,297,0,0
109154.67870616913,32809.86130523682,0.30058135568844374,0.0548,0.0606,0.1487,0.0546,0.1488,0.0545,0.0547,0.068,0.0547,0.0,0.0,375,174,270,83,395,128,125,205,152,0,0
109726.21396827698,29696.055068969727,0.27063774457355444,0.06,0.06,0.1179,0.089,0.163,0.0596,0.06,0.0599,0.06,0.0,0.0,409,172,214,134,430,141,137,180,167,0,0
109095.57689380646,13893.033240318298,0.12734735573965356,0.062,0.1519,0.1591,0.0615,0.062,0.1686,0.062,0.0836,0.0618,0.0,0.0,426,437,288,93,163,406,142,250,174,0,0
108505.5056810379,13406.92825126648,0.12355988912375931,0.1655,0.0735,0.0605,0.1655,0.0699,0.0811,0.1387,0.0609,0.0608,0.0,0.0,1139,211,110,250,182,197,320,179,172,0,0
108420.02742767334,18075.9661693573,0.16672165279994713,0.0626,0.1703,0.0763,0.0625,0.0626,0.1063,0.1245,0.1058,0.0623,0.0,0.0,431,488,138,95,163,256,287,312,177,0,0
108665.65840053558,32508.78605079651,0.2991633836236553,0.0546,0.0544,0.0773,0.0543,0.0543,0.1484,0.0544,0.1486,0.0546,0.0,0.0,375,155,141,82,141,359,125,442,154,0,0
108554.16078662872,13739.963558197021,0.1265724266912619,0.0624,0.1183,0.1044,0.0624,0.0624,0.1696,0.0621,0.0623,0.1696,0.0,0.0,429,337,188,94,161,416,143,184,484,0,0
109820.46622848511,14906.5354347229,0.13573549582014485,0.1814,0.0882,0.0664,0.0811,0.1812,0.0664,0.0663,0.0666,0.0665,0.0,0.0,1244,251,120,122,468,162,152,199,189,0,0
109075.20770263672,34188.74479484558,0.313441940794206,0.0572,0.1058,0.1558,0.0571,0.0572,0.0571,0.0745,0.0572,0.0646,0.0,0.0,394,301,283,87,148,138,171,169,183,0,0
109057.80553245544,12912.561922073364,0.1184010796754076,0.0773,0.0582,0.058,0.1584,0.0583,0.0847,0.1583,0.1556,0.0727,0.0,0.0,532,166,106,241,150,204,364,457,205,0,0
108137.98300743103,15618.546773910522,0.14443164501077524,0.0683,0.075,0.0683,0.0681,0.0681,0.1857,0.068,0.0683,0.1857,0.0,0.0,472,213,124,104,176,449,157,200,524,0,0
109268.59888648987,13337.142951965332,0.12205833229197155,0.0601,0.0601,0.0878,0.1631,0.0602,0.1635,0.0599,0.0599,0.1634,0.0,0.0,417,170,159,250,156,393,138,177,458,0,0
108584.20821666718,11899.91485786438,0.1095915792296379,0.1469,0.0539,0.0539,0.1467,0.054,0.0875,0.1469,0.0539,0.1468,0.0,0.0,1019,153,98,226,142,208,338,161,411,0,0
108239.07288074493,13527.366541862488,0.12497674067077974,0.0615,0.0665,0.0615,0.167,0.0615,0.1672,0.0612,0.0613,0.1672,0.0,0.0,418,188,111,258,163,400,141,186,474,0,0
108200.16055011749,11982.055543899536,0.11073972056029935,0.1482,0.0546,0.0791,0.0544,0.0545,0.148,0.1481,0.0543,0.148,0.0,0.0,1017,155,144,84,143,354,344,163,418,0,0
108776.0437746048,15809.444798469543,0.1453393987303707,0.0718,0.102,0.0717,0.0713,0.0717,0.1067,0.0925,0.0717,0.1952,0.0,0.0,492,288,130,110,190,255,215,216,550,0,0
108827.8003358841,11267.485496520996,0.10353499254551905,0.1387,0.0509,0.0505,0.1387,0.0509,0.1385,0.1387,0.051,0.1385,0.0,0.0,951,144,92,215,135,332,323,155,386,0,0
109854.21634483337,12572.619804382324,0.11444822258725836,0.0565,0.0564,0.1535,0.0563,0.144,0.1533,0.0563,0.0563,0.1531,0.0,0.0,385,158,278,87,382,369,131,171,428,0,0
110624.17649650574,32672.171251296997,0.2953438595977165,0.0539,0.0539,0.1462,0.0588,0.1466,0.0536,0.0537,0.0841,0.054,0.0,0.0,366,151,265,91,391,128,125,258,150,0,0
110688.94235038757,39686.24537086487,0.3585384820575613,0.0655,0.0655,0.0656,0.0653,0.0906,0.0655,0.0779,0.0801,0.0654,0.0,0.0,448,183,119,101,241,157,182,243,184,0,0
110899.01850700378,13923.660650253296,0.12555260486253944,0.0796,0.0621,0.0619,0.0616,0.1684,0.0621,0.1686,0.0856,0.1245,0.0,0.0,542,173,112,95,448,149,393,260,351,0,0
110742.53124809265,14569.5290184021,0.13156218170381612,0.065,0.0727,0.1171,0.0649,0.0651,0.177,0.0649,0.0651,0.1767,0.0,0.0,443,202,211,100,174,426,151,196,500,0,0
110910.61985969543,35729.87454032898,0.32215016547133285,0.0587,0.0588,0.0995,0.0583,0.0588,0.0585,0.0588,0.1599,0.0664,0.0,0.0,400,164,179,90,156,141,137,481,188,0,0
111145.9930973053,11777.62165260315,0.10596532834334534,0.0523,0.0522,0.0523,0.1228,0.1224,0.1418,0.0661,0.142,0.1422,0.0,0.0,356,146,93,189,325,343,154,428,401,0,0
111344.17279624939,14474.302530288696,0.12999604888866048,0.0644,0.0644,0.0643,0.0644,0.1752,0.1377,0.1681,0.0643,0.0671,0.0,0.0,446,181,115,100,463,335,393,191,188,0,0
112061.39391899109,33379.7108631134,0.29786985237077734,0.0924,0.0546,0.0922,0.0546,0.1483,0.0543,0.0789,0.0725,0.0545,0.0,0.0,640,154,165,85,394,130,184,217,152,0,0
112165.71318244934,34121.928159713745,0.3042099692640552,0.0556,0.0554,0.0555,0.0552,0.151,0.0555,0.0612,0.151,0.0555,0.0,0.0,386,156,100,86,402,130,142,453,155,0,0
112480.4279460907,12413.26880645752,0.11035936680830301,0.0545,0.0543,0.0544,0.0801,0.0542,0.1481,0.1478,0.1481,0.148,0.0,0.0,379,153,98,125,144,349,342,443,412,0,0
112323.05335617065,26471.863677978516,0.235676140266928,0.0594,0.0555,0.1515,0.0557,0.1515,0.0557,0.0554,0.1239,0.0557,0.0,0.0,416,156,273,87,400,132,128,367,156,0,0
111712.57371520996,28880.553636550903,0.25852554171902264,0.1602,0.0589,0.0587,0.0586,0.061,0.0589,0.1316,0.0948,0.0588,0.0,0.0,1129,166,106,92,160,142,306,280,165,0,0
111107.22496795654,11642.23119544983,0.10478374560076956,0.1401,0.0515,0.0513,0.1395,0.1254,0.0562,0.1399,0.0514,0.14,0.0,0.0,989,146,93,219,330,135,327,151,395,0,0
110828.17689037323,12537.82654953003,0.11312851028788412,0.0558,0.0557,0.0554,0.1516,0.0952,0.0558,0.1518,0.1138,0.1516,0.0,0.0,399,157,100,238,249,134,354,332,430,0,0
110781.83184623718,12213.3235206604,0.11024662904664939,0.0542,0.0541,0.054,0.147,0.0816,0.1472,0.1472,0.0569,0.1474,0.0,0.0,387,153,98,230,214,354,343,167,416,0,0
110977.25174331665,11874.424407958984,0.106998724706427,0.1129,0.0524,0.0524,0.1428,0.0524,0.1426,0.1425,0.0524,0.1427,0.0,0.0,805,148,95,223,137,345,332,153,402,0,0
111084.0252943039,14331.348650932312,0.12901358780403493,0.1182,0.0632,0.0644,0.0919,0.0632,0.1718,0.0631,0.0632,0.172,0.0,0.0,844,180,118,144,166,412,147,184,483,0,0
111660.3793592453,13592.81959438324,0.12173359675459293,0.1625,0.0597,0.0595,0.1,0.0597,0.1624,0.1555,0.0595,0.0595,0.0,0.0,1160,170,109,156,157,388,361,175,167,0,0
111973.22777462006,22493.527606010437,0.2008830865471294,0.1374,0.087,0.0548,0.0548,0.0551,0.1072,0.055,0.0978,0.1499,0.0,0.0,978,247,101,86,145,254,128,288,423,0,0
111819.71081447601,15865.011734962463,0.14188027870403508,0.0789,0.1487,0.0697,0.0695,0.0697,0.1896,0.0926,0.0697,0.0696,0.0,0.0,561,423,128,109,183,451,216,206,196,0,0
113068.74390506744,16249.530995368958,0.14371373055149592,0.0669,0.1625,0.0595,0.0592,0.0667,0.0596,0.1625,0.0624,0.1569,0.0,0.0,471,461,109,93,176,141,379,186,440,0,0
109638.93462944031,13437.2271194458,0.12255889903400821,0.1638,0.0601,0.0995,0.1322,0.0602,0.0599,0.1638,0.06,0.0781,0.0,0.0,1182,172,182,209,157,142,386,173,222,0,0
107727.23316383362,33854.262868881226,0.3142590956308608,0.0575,0.0575,0.0571,0.0575,0.1564,0.0573,0.0573,0.1276,0.0574,0.0,0.0,420,165,104,91,402,138,136,357,166,0,0
108737.52381324768,14211.838938713074,0.13069857065277057,0.0558,0.0556,0.0915,0.0996,0.1517,0.1519,0.0556,0.0558,0.1518,0.0,0.0,401,158,165,156,391,359,131,157,439,0,0
110241.79563140869,15856.82153224945,0.14383674940551971,0.136,0.0709,0.1014,0.071,0.0708,0.071,0.0708,0.071,0.1931,0.0,0.0,969,201,182,111,183,167,166,202,557,0,0
111627.08786582947,16512.180170059204,0.14792269946078027,0.1138,0.0694,0.0778,0.0694,0.1888,0.0694,0.0691,0.1252,0.0692,0.0,0.0,808,197,140,109,483,164,161,353,199,0,0
111685.3950176239,21874.373281478882,0.1958570615077031,0.0636,0.0769,0.1637,0.0598,0.1637,0.06,0.0602,0.096,0.0602,0.0,0.0,454,218,293,93,421,141,140,271,173,0,0
111309.41519546509,23589.26423931122,0.21192514755276767,0.0514,0.0513,0.1098,0.055,0.1397,0.051,0.1395,0.1394,0.0511,0.0,0.0,371,146,196,86,356,122,326,389,149,0,0
111725.58219909668,34896.833609580994,0.31234416435972834,0.0751,0.0568,0.057,0.0566,0.1549,0.0569,0.057,0.0569,0.1166,0.0,0.0,543,161,101,88,396,136,133,159,340,0,0
111588.69804000854,33542.76795005798,0.300592878483372,0.0563,0.0561,0.0558,0.0562,0.1533,0.056,0.0563,0.1532,0.0561,0.0,0.0,406,159,99,87,392,135,131,436,163,0,0
112705.72345733643,29948.240036010742,0.2657206672148051,0.0576,0.0575,0.0571,0.0573,0.0575,0.1078,0.0573,0.1565,0.1257,0.0,0.0,412,162,101,88,147,259,132,445,360,0,0
112922.02270889282,33806.375020980835,0.29937805053432254,0.0546,0.0545,0.148,0.0601,0.1483,0.0545,0.0715,0.0544,0.0546,0.0,0.0,389,153,263,92,380,131,164,155,156,0,0
113323.05171203613,13056.767484664917,0.11521722445176745,0.0565,0.0566,0.1533,0.0562,0.0565,0.1423,0.0562,0.1537,0.1535,0.0,0.0,399,158,272,86,146,335,128,446,432,0,0
113383.06114959717,16847.573961257935,0.14858986686758538,0.1698,0.0623,0.0619,0.0624,0.0774,0.1633,0.1024,0.0896,0.0623,0.0,0.0,1199,174,110,96,199,388,233,258,175,0,0
113846.58762741089,22289.141206741333,0.19578225110872596,0.0599,0.0599,0.0597,0.1626,0.1579,0.0598,0.1248,0.0598,0.0598,0.0,0.0,421,167,106,250,408,142,283,174,167,0,0
113778.66169548035,14415.608278274536,0.12669869783542348,0.0621,0.062,0.076,0.0622,0.1689,0.0619,0.1447,0.1689,0.0665,0.0,0.0,437,173,135,96,436,147,328,490,185,0,0
113955.76880836487,14091.259202957153,0.1236555143307742,0.1654,0.0605,0.0607,0.1649,0.0606,0.0648,0.1651,0.0735,0.0607,0.0,0.0,1161,168,108,254,157,154,375,213,168,0,0
113806.67383766174,36895.40334510803,0.32419367073091926,0.0592,0.0591,0.1011,0.0591,0.1612,0.0591,0.0591,0.059,0.059,0.0,0.0,415,164,180,91,417,141,134,171,164,0,0
113939.15902137756,13042.576025009155,0.11446965325206651,0.1521,0.0557,0.0555,0.0553,0.0558,0.1518,0.0556,0.1518,0.1519,0.0,0.0,1065,153,98,85,145,363,126,443,423,0,0
