date,portfolio_value,cash,w_c,w_XLF,w_XLK,w_XLV,w_XLY,w_XLP,w_XLE,w_XLI,w_XLU,w_XLB,w_XLRE,w_XLC,s_XLF,s_XLK,s_XLV,s_XLY,s_XLP,s_XLE,s_XLI,s_XLU,s_XLB,s_XLRE,s_XLC
2016-01-04,100000.0,9267.969547271729,0.09267969547271729,0.1234,0.0769,0.0453,0.1232,0.0453,0.1234,0.1231,0.1233,0.1233,0.0,0.0,778,203,75,178,117,302,279,387,349,0,0
2016-01-05,100225.09330940247,27984.025687217712,0.27921176985915996,0.051,0.0509,0.0509,0.1387,0.1385,0.0507,0.0508,0.1386,0.0508,0.0,0.0,321,135,84,201,356,124,115,433,144,0,0
2016-01-06,99425.93848800659,30526.103051185608,0.3070235344559294,0.056,0.0559,0.0557,0.0558,0.1524,0.0559,0.0561,0.1491,0.056,0.0,0.0,355,149,92,81,390,141,128,463,162,0,0
2016-01-07,98159.71427631378,11221.049454689026,0.11431420249556183,0.1059,0.0557,0.0559,0.1004,0.0559,0.1521,0.152,0.0557,0.152,0.0,0.0,682,151,93,147,143,388,352,172,446,0,0
2016-01-08,97226.39368152618,12217.368126869202,0.12565896629765258,0.1671,0.075,0.061,0.0955,0.0611,0.0797,0.167,0.0657,0.1022,0.0,0.0,1083,203,102,140,156,204,387,201,300,0,0
2016-01-11,97063.45649242401,28894.540692329407,0.29768711867977504,0.0543,0.0559,0.0538,0.0537,0.0725,0.0544,0.1354,0.1478,0.0745,0.0,0.0,351,150,91,78,183,142,313,449,222,0,0
2016-01-12,97404.24200057983,10044.395623207092,0.10312072058573485,0.1366,0.0909,0.0501,0.1159,0.1302,0.0501,0.1364,0.05,0.1366,0.0,0.0,879,242,84,167,328,131,314,153,408,0,0
2016-01-13,95314.89069271088,13123.680172920227,0.1376876170925919,0.0678,0.0676,0.0675,0.0679,0.1115,0.1152,0.1126,0.0678,0.1845,0.0,0.0,438,181,114,99,280,302,260,203,552,0,0
2016-01-14,96696.43536090851,29749.773161888123,0.3076615291023962,0.0571,0.057,0.0569,0.0939,0.0745,0.1549,0.057,0.0805,0.0604,0.0,0.0,371,152,95,138,189,395,132,241,181,0,0
2016-01-15,95321.45938301086,28014.978693008423,0.2939000186772374,0.0537,0.0536,0.0755,0.0886,0.1335,0.0537,0.0732,0.1206,0.0538,0.0,0.0,352,145,126,131,339,139,170,359,162,0,0
2016-01-19,95505.34659004211,11680.225296974182,0.12229917710378764,0.0881,0.0599,0.0598,0.1626,0.1122,0.1483,0.1272,0.0599,0.0599,0.0,0.0,579,162,100,240,282,393,296,176,183,0,0
2016-01-20,94332.71135044098,9914.605366706848,0.10510251666439036,0.1406,0.0672,0.0516,0.1407,0.0517,0.1406,0.1104,0.0515,0.1407,0.0,0.0,931,181,85,207,130,378,257,153,428,0,0
2016-01-21,95056.16994476318,10487.363364219666,0.11032806571434381,0.1473,0.0541,0.054,0.0567,0.0539,0.1088,0.1472,0.1202,0.1474,0.0,0.0,987,146,90,83,136,286,344,360,448,0,0
2016-01-22,96752.43318748474,14697.239802360535,0.15190563501261561,0.0751,0.0752,0.0749,0.0751,0.0772,0.075,0.2045,0.1162,0.075,0.0,0.0,503,201,125,110,195,192,482,348,228,0,0
2016-01-25,95394.60543823242,11104.84859085083,0.11640960764852862,0.0629,0.0566,0.0638,0.1239,0.0565,0.1544,0.1542,0.0567,0.1545,0.0,0.0,424,151,106,181,142,409,363,169,478,0,0
2016-01-26,96943.01633453369,29051.937406539917,0.2996805598279166,0.0548,0.0548,0.1486,0.0547,0.149,0.0547,0.0746,0.0546,0.0547,0.0,0.0,369,147,249,80,377,142,175,164,169,0,0
2016-01-27,96416.25334835052,10955.524508476257,0.11362736186080687,0.152,0.0558,0.0558,0.0555,0.0556,0.0559,0.1521,0.1519,0.152,0.0,0.0,1022,152,94,82,140,145,359,453,471,0,0
2016-01-28,96996.66259860992,12038.168635368347,0.1241091014150096,0.0728,0.1112,0.0605,0.1649,0.0606,0.0925,0.1097,0.1432,0.0607,0.0,0.0,492,301,105,242,152,234,259,423,189,0,0
2016-01-29,98919.19538784027,11721.42994594574,0.11849499887244945,0.0806,0.0579,0.058,0.158,0.0909,0.0618,0.1582,0.0579,0.1582,0.0,0.0,541,155,101,234,228,155,371,171,488,0,0
2016-02-01,99019.96571159363,32921.55751800537,0.33247393373062734,0.0608,0.0607,0.0775,0.0604,0.1651,0.0607,0.0608,0.0608,0.0608,0.0,0.0,410,162,135,89,413,155,143,178,187,0,0
2016-02-02,97974.70561218262,10280.747730255127,0.10493267283649559,0.0781,0.0796,0.0509,0.0767,0.051,0.1397,0.1397,0.1397,0.1397,0.0,0.0,536,214,89,114,128,365,332,403,428,0,0
2016-02-03,99312.64748001099,13579.88392162323,0.13673871622802627,0.0669,0.067,0.067,0.0668,0.1822,0.0669,0.0802,0.1821,0.0842,0.0,0.0,465,183,118,101,464,171,190,526,253,0,0
2016-02-04,99424.66556835175,11745.900515556335,0.11813869776088258,0.0583,0.0582,0.0581,0.1584,0.0583,0.0582,0.1582,0.1584,0.1158,0.0,0.0,402,159,103,241,150,149,369,460,339,0,0
2016-02-05,98191.01838207245,11260.176850318909,0.11467624061606406,0.1531,0.1002,0.0829,0.1526,0.075,0.056,0.1531,0.0563,0.0561,0.0,0.0,1057,278,148,237,191,145,356,161,164,0,0
2016-02-08,96928.90486335754,11893.356221199036,0.12270185284735569,0.1243,0.0605,0.0957,0.1651,0.0607,0.165,0.0847,0.0607,0.0607,0.0,0.0,869,168,171,258,153,424,196,172,180,0,0
2016-02-09,96724.25091075897,12410.917717933655,0.12831236841921248,0.0983,0.0725,0.0633,0.0634,0.0917,0.172,0.0631,0.0753,0.1721,0.0,0.0,687,202,112,99,229,452,145,212,503,0,0
2016-02-10,96451.90116977692,35546.07222080231,0.36853677107134747,0.0672,0.0671,0.0669,0.091,0.067,0.0673,0.0673,0.0704,0.0673,0.0,0.0,471,186,117,142,167,177,155,198,198,0,0
2016-02-11,95664.37995624542,13625.144501686096,0.14242651766433764,0.0836,0.07,0.0698,0.1472,0.0702,0.0881,0.1885,0.0701,0.0701,0.0,0.0,599,193,123,228,175,231,439,199,209,0,0
2016-02-12,97302.1824874878,13298.134915351868,0.13666841354829726,0.0931,0.0669,0.0667,0.0731,0.0668,0.0666,0.1818,0.1816,0.0669,0.0,0.0,651,185,118,113,167,173,422,526,197,0,0
2016-02-16,98542.45537185669,26304.772861480713,0.2669384760326689,0.0488,0.0487,0.0506,0.0484,0.1246,0.0488,0.0985,0.1324,0.1324,0.0,0.0,340,134,89,74,313,127,227,386,389,0,0
2016-02-17,99536.41256713867,10640.64907836914,0.10690207537057735,0.0612,0.1292,0.0524,0.0807,0.1425,0.1076,0.1426,0.0522,0.1247,0.0,0.0,425,352,92,122,358,274,327,154,363,0,0
2016-02-18,99209.55161571503,30144.198353767395,0.30384371124395326,0.0554,0.0554,0.0551,0.0554,0.1507,0.063,0.0551,0.1507,0.0553,0.0,0.0,386,151,97,84,379,162,126,436,161,0,0
2016-02-19,99058.04260158539,31572.679752349854,0.3187290897654437,0.0582,0.0581,0.079,0.0582,0.1583,0.0583,0.0879,0.065,0.0582,0.0,0.0,405,158,139,88,397,150,201,189,171,0,0
2016-02-22,100006.27094078064,10700.073179244995,0.10699402226067516,0.1421,0.052,0.052,0.1417,0.052,0.0521,0.1418,0.1175,0.1418,0.0,0.0,982,141,91,212,131,132,322,341,413,0,0
2016-02-23,98895.03591537476,11549.99269580841,0.11679041914390757,0.1562,0.0573,0.0573,0.1559,0.0574,0.0964,0.1561,0.0572,0.0894,0.0,0.0,1087,156,100,232,143,250,354,164,264,0,0
2016-02-24,99251.77022743225,13111.334435462952,0.13210176912128366,0.065,0.0649,0.0648,0.0647,0.1645,0.0834,0.0646,0.1767,0.1193,0.0,0.0,455,176,113,96,410,215,147,506,350,0,0
2016-02-25,100174.82929134369,16505.74760913849,0.16476941089796082,0.071,0.0611,0.0742,0.0613,0.1053,0.0612,0.131,0.1035,0.1667,0.0,0.0,495,165,129,91,262,159,297,296,487,0,0
2016-02-26,100050.39775276184,11773.749255180359,0.11767818539087567,0.058,0.058,0.058,0.1342,0.1575,0.0578,0.1429,0.1579,0.0581,0.0,0.0,401,157,101,199,397,149,323,464,167,0,0
2016-02-29,99585.29665470123,33359.248549461365,0.33498166566827753,0.0611,0.0612,0.0608,0.1657,0.0723,0.0608,0.0609,0.061,0.0611,0.0,0.0,425,166,107,246,182,158,138,178,176,0,0
2016-03-01,101010.24711322784,13338.792851448059,0.13205385822386798,0.0651,0.1205,0.131,0.0648,0.0649,0.0865,0.1767,0.0649,0.0937,0.0,0.0,444,322,229,95,164,222,398,193,267,0,0
2016-03-02,101375.52962970734,35304.4627161026,0.3482542862667017,0.0636,0.0636,0.0691,0.0631,0.1387,0.0636,0.0633,0.0633,0.0634,0.0,0.0,431,170,121,93,351,160,143,188,182,0,0
2016-03-03,101729.79284286499,14022.71459388733,0.13784275188240333,0.0524,0.0522,0.0522,0.0524,0.1302,0.1428,0.1426,0.0949,0.1425,0.0,0.0,354,140,92,77,329,355,321,281,408,0,0
2016-03-04,102279.59225654602,32102.632886886597,0.3138713420597547,0.0574,0.0572,0.0574,0.0568,0.1408,0.0573,0.0572,0.1447,0.0573,0.0,0.0,388,154,102,84,356,142,129,426,163,0,0
2016-03-07,102478.6916103363,10742.678213119507,0.10482840914838504,0.1369,0.1401,0.0515,0.0511,0.133,0.0512,0.1399,0.0515,0.1401,0.0,0.0,928,380,91,76,339,124,315,151,395,0,0
2016-03-08,101446.56927680969,30199.5617351532,0.297689334892636,0.0543,0.054,0.0543,0.0539,0.1474,0.1473,0.054,0.0831,0.0541,0.0,0.0,370,146,96,80,371,369,122,239,154,0,0
2016-03-09,101967.48237609863,35935.275933265686,0.35241897804950595,0.0644,0.1214,0.0676,0.0732,0.0641,0.0642,0.064,0.0643,0.0644,0.0,0.0,441,327,120,109,161,159,145,185,183,0,0
2016-03-10,102010.90261077881,31010.046836853027,0.3039875743004788,0.0554,0.0553,0.0552,0.0552,0.0554,0.1506,0.0555,0.1509,0.0626,0.0,0.0,380,149,98,82,139,373,126,434,177,0,0
2016-03-11,103070.98973846436,36938.58513832092,0.358380037215613,0.0761,0.0652,0.0654,0.0649,0.0652,0.1086,0.0655,0.0655,0.0652,0.0,0.0,514,175,115,96,165,265,148,190,183,0,0
2016-03-14,102942.79290008545,12593.909178733826,0.1223389110003773,0.1634,0.0695,0.0788,0.0598,0.0598,0.0599,0.1632,0.0601,0.1633,0.0,0.0,1105,186,139,88,151,147,368,174,461,0,0
