,Annual return,Cumulative returns,Annual volatility,Sharpe ratio,Calmar ratio,Stability,Max drawdown,Omega ratio,Sortino ratio,Skew,Kurtosis,Tail ratio,Daily value at risk (95%),Portfolio turnover (in %)
0,0.14427930215705653,2.838478164434433,0.15916118386948536,0.9270658748824101,0.39732383337756755,0.8626927936474054,-0.363127731177282,1.203997978013464,1.074382562779599,-0.7808186920211524,23.60062318686684,0.9538199126427432,-0.014349973864496657,6.532719022936397
