date,portfolio_value,cash,w_c,w_XLF,w_XLK,w_XLV,w_XLY,w_XLP,w_XLE,w_XLI,w_XLU,w_XLB,w_XLRE,w_XLC,s_XLF,s_XLK,s_XLV,s_XLY,s_XLP,s_XLE,s_XLI,s_XLU,s_XLB,s_XLRE,s_XLC
2020-01-02,100000.0,314.81495475769043,0.0031481495475769042,0.0965,0.0872,0.0982,0.0871,0.0871,0.0875,0.0873,0.0998,0.0874,0.0916,0.0871,345,98,105,72,161,183,115,186,161,288,169
2020-01-03,99473.12380981445,417.42772674560547,0.004196387031573449,0.0901,0.0893,0.0913,0.088,0.089,0.0887,0.0884,0.1043,0.0886,0.0889,0.0891,324,101,98,73,164,185,116,193,165,276,173
2020-01-06,99751.64281845093,329.41173553466797,0.003302318901496198,0.0893,0.0954,0.0916,0.088,0.0884,0.0886,0.0882,0.1014,0.0885,0.0887,0.0885,322,108,98,73,163,184,116,188,166,276,170
2020-01-07,99438.9102897644,393.92945098876953,0.003961522203339331,0.0917,0.093,0.0974,0.0882,0.0886,0.0887,0.0883,0.0946,0.0887,0.0886,0.0883,332,105,104,73,164,184,116,175,166,278,169
2020-01-08,99737.44078063965,419.92229652404785,0.004210277436811476,0.0904,0.0911,0.0958,0.0882,0.0881,0.0884,0.0883,0.1007,0.0882,0.0885,0.0882,326,102,102,73,163,187,116,187,165,277,168
2020-01-09,100279.56315231323,336.5030212402344,0.0033556490541260596,0.0921,0.0916,0.0966,0.0882,0.0882,0.0881,0.0882,0.0991,0.0881,0.0883,0.0882,332,102,103,73,163,186,116,184,165,278,168
2020-01-10,100067.44473266602,379.22657012939453,0.0037897097416898446,0.0905,0.0961,0.0931,0.0879,0.0884,0.0887,0.0885,0.0974,0.0884,0.0887,0.0885,328,107,99,73,163,188,117,180,166,276,169
2020-01-13,100743.32642364502,387.05291748046875,0.0038419707907284793,0.0928,0.093,0.0968,0.0876,0.0883,0.0881,0.0879,0.0968,0.0884,0.0882,0.0882,336,103,104,73,163,188,116,179,165,273,168
2020-01-14,100668.82963180542,284.5127143859863,0.002826224516829955,0.0926,0.099,0.0956,0.0876,0.0879,0.0877,0.0879,0.0944,0.0881,0.0882,0.0881,336,110,102,73,162,187,116,174,165,274,168
2020-01-15,101002.13885498047,271.56288146972656,0.002688684463005663,0.0905,0.0925,0.0952,0.0883,0.0882,0.0887,0.0886,0.0998,0.0884,0.0885,0.0887,331,103,101,74,162,191,117,182,165,274,169
2020-01-16,101730.297580719,347.50725173950195,0.0034159661379518586,0.0914,0.0993,0.094,0.0873,0.0878,0.0882,0.088,0.0964,0.0878,0.088,0.0883,334,110,100,73,162,191,116,176,164,272,168
2020-01-17,102005.20407867432,296.60660552978516,0.0029077595423564776,0.0914,0.0979,0.0975,0.0885,0.0883,0.0883,0.0886,0.0913,0.0885,0.0885,0.0882,334,108,104,74,163,193,117,166,165,274,167
2020-01-21,101746.8897972107,321.59331130981445,0.0031607188381951963,0.0915,0.1,0.0988,0.0873,0.0877,0.0878,0.0878,0.0924,0.0877,0.088,0.0878,336,110,105,73,161,195,117,166,165,269,166
2020-01-22,101610.28224182129,321.0034370422363,0.0031591629307581638,0.0899,0.0959,0.0953,0.0874,0.0885,0.0885,0.0882,0.0984,0.088,0.0884,0.0884,329,105,101,73,162,198,118,176,166,272,167
2020-01-23,101779.06571006775,425.35654067993164,0.004179214435821416,0.0906,0.0971,0.0937,0.0885,0.0882,0.0884,0.0883,0.0958,0.0883,0.0884,0.0884,333,106,100,74,162,199,117,170,167,270,168
2020-01-24,100963.16125297546,406.43695640563965,0.004025596577619657,0.0883,0.0983,0.0929,0.088,0.0878,0.0881,0.0878,0.1008,0.0879,0.088,0.0881,326,107,100,74,161,199,116,177,166,267,168
2020-01-27,99549.07405662537,392.2986583709717,0.003940756477029861,0.0885,0.1001,0.0879,0.0879,0.0882,0.0882,0.0881,0.1019,0.0882,0.0885,0.0884,327,110,94,74,160,202,117,177,168,266,169
2020-01-28,100343.0070552826,284.81020164489746,0.002838366220059413,0.088,0.1104,0.0876,0.0881,0.0876,0.0879,0.088,0.0958,0.088,0.0881,0.0877,324,120,94,74,160,202,117,167,167,266,167
2020-01-29,100231.13826179504,283.31785774230957,0.00282664511902786,0.0885,0.1071,0.0884,0.0881,0.0884,0.0883,0.0878,0.0956,0.0884,0.0884,0.0882,326,116,95,74,162,205,116,166,167,268,168
2020-01-30,100506.91337394714,315.6873722076416,0.0031409518172455624,0.0877,0.1133,0.0875,0.0878,0.0875,0.0875,0.0877,0.0951,0.0876,0.0877,0.0876,320,122,95,74,159,202,116,164,167,266,169
2020-01-31,98773.7313709259,453.4172115325928,0.004590463529517488,0.0879,0.1085,0.0873,0.0871,0.088,0.088,0.0879,0.0975,0.0877,0.0879,0.0876,322,118,95,72,159,206,117,166,168,266,169
2020-02-03,99322.7250919342,461.26987648010254,0.004644152443996539,0.088,0.1084,0.0904,0.0872,0.0876,0.088,0.0874,0.0949,0.088,0.0878,0.0877,322,117,98,72,159,210,117,162,166,267,168
2020-02-04,100516.83232307434,352.7815399169922,0.003509676257834169,0.0876,0.1183,0.0872,0.0865,0.0876,0.0873,0.0872,0.0923,0.0874,0.0876,0.0875,321,126,94,71,160,210,116,161,164,266,168
