window,best_agent_path,n_eval_episodes,mean_reward,std_reward,Annual return,Cumulative returns,Annual volatility,Sharpe ratio,Calmar ratio,Stability,Max drawdown,Omega ratio,Sortino ratio,Skew,Kurtosis,Tail ratio,Daily value at risk (95%),Portfolio turnover (in %),final_portfolio_value_first_episode
1,../models/20250603_003439/agent_seed0_valrew-10.05.zip,1,-19.423373099759424,0.0,0.09780485535640748,0.0961800426769257,0.09948773050162193,0.9878231296752091,1.3502453739709566,0.9095144695646286,-0.0724348753506718,1.181738713687457,1.5258448114055443,0.04318711779736696,0.7824719990663151,1.158062112624869,-0.009648741876299754,1.1692968754499515,109618
