date,portfolio_value,cash,w_c,w_XLF,w_XLK,w_XLV,w_XLY,w_XLP,w_XLE,w_XLI,w_XLU,w_XLB,w_XLRE,w_XLC,s_XLF,s_XLK,s_XLV,s_XLY,s_XLP,s_XLE,s_XLI,s_XLU,s_XLB,s_XLRE,s_XLC
2019-01-02,100000.0,320.43244552612305,0.0032043244552612303,0.0879,0.0944,0.0877,0.0882,0.105,0.0878,0.0876,0.0878,0.0881,0.0943,0.0879,415,162,115,94,247,203,151,207,198,386,223
2019-01-03,98187.63034057617,223.84040069580078,0.00227972097828802,0.0875,0.1037,0.0875,0.087,0.1016,0.0894,0.0871,0.0881,0.0898,0.0888,0.0872,415,184,115,93,236,205,152,204,204,355,221
2019-01-04,101231.19296264648,252.72379684448242,0.0024965012210982785,0.0883,0.0897,0.0882,0.0918,0.0951,0.0997,0.0883,0.0905,0.0892,0.0884,0.0882,418,157,116,98,223,228,153,213,201,361,221
2019-01-07,101924.401304245,317.0061912536621,0.0031102090097875246,0.0853,0.0961,0.0849,0.0876,0.102,0.1027,0.0878,0.0851,0.0894,0.091,0.085,406,168,112,92,241,233,152,203,202,371,212
2019-01-08,102989.09190940857,211.68557357788086,0.0020554174199737974,0.0866,0.1045,0.0861,0.0867,0.0993,0.095,0.0863,0.0882,0.0911,0.0877,0.0864,416,183,114,91,235,216,149,210,206,355,214
2019-01-09,103301.34346199036,278.4088878631592,0.0026951139117140283,0.0795,0.1096,0.0795,0.0811,0.1043,0.1091,0.0872,0.0795,0.0922,0.0959,0.0794,381,190,105,85,250,245,150,191,209,391,197
2019-01-10,103930.93654632568,311.12378883361816,0.0029935628329004742,0.0836,0.1203,0.0829,0.0832,0.0985,0.0985,0.0832,0.0834,0.0845,0.0954,0.0835,403,209,110,88,236,222,142,199,191,385,208
2019-01-11,103833.61368179321,339.9933223724365,0.0032744051787928184,0.0839,0.1076,0.084,0.0834,0.1005,0.0998,0.0838,0.084,0.0882,0.0976,0.0839,403,187,111,88,240,226,143,201,200,393,210
2019-01-14,103233.9769077301,294.4625720977783,0.0028523803975988174,0.0847,0.1169,0.0843,0.0843,0.0927,0.0975,0.0884,0.0846,0.092,0.0872,0.0845,402,204,112,89,221,220,150,206,209,350,211
2019-01-15,104123.70740699768,248.43137741088867,0.0023859251999145846,0.0883,0.0888,0.0881,0.0891,0.0978,0.093,0.0885,0.0982,0.0889,0.0884,0.0884,419,154,116,94,233,211,152,238,205,354,219
