,Annual return,Cumulative returns,Annual volatility,Sharpe ratio,Calmar ratio,Stability,Max drawdown,Omega ratio,Sortino ratio,Skew,Kurtosis,Tail ratio,Daily value at risk (95%),Portfolio turnover (in %)
0,26.624925975609237,2.403366719875336,0.7347863309788484,4.90950125861759,166.0396539980427,0.5764398659031125,-0.16035281533363768,2.256153504593032,7.543445091808446,0.06406043141464504,1.7978576059721862,1.3194091448554708,-0.06064799081800216,1.2962224867476133
