date,portfolio_value,cash,w_c,w_XLF,w_XLK,w_XLV,w_XLY,w_XLP,w_XLE,w_XLI,w_XLU,w_XLB,w_XLRE,w_XLC,s_XLF,s_XLK,s_XLV,s_XLY,s_XLP,s_XLE,s_XLI,s_XLU,s_XLB,s_XLRE,s_XLC
2014-01-02,100000.0,11407.426300048828,0.11407426300048829,0.152,0.0556,0.0558,0.0554,0.0558,0.1518,0.152,0.0557,0.1518,0.0,0.0,1068,182,122,95,178,270,364,217,417,0,0
2014-01-03,99997.20469284058,18945.206508636475,0.18945736100154087,0.0652,0.1521,0.0697,0.0802,0.0651,0.0762,0.093,0.0653,0.1438,0.0,0.0,455,500,152,138,208,136,222,255,396,0,0
2014-01-06,99762.54531669617,14309.703552246094,0.14343763490416112,0.0794,0.0709,0.071,0.0706,0.1305,0.1534,0.0735,0.0971,0.11,0.0,0.0,552,233,155,122,418,273,176,378,304,0,0
2014-01-07,100247.00119781494,29937.880994796753,0.2986411626989327,0.0581,0.1144,0.0576,0.116,0.0862,0.0575,0.0761,0.0575,0.078,0.0,0.0,406,374,125,200,276,102,182,223,217,0,0
2014-01-08,100182.23064422607,33434.00762176514,0.3337319144000521,0.063,0.0612,0.0609,0.0608,0.0611,0.1663,0.061,0.0611,0.0709,0.0,0.0,438,200,131,105,197,297,146,238,196,0,0
2014-01-09,100228.07107162476,10779.378206253052,0.10754849505733695,0.0748,0.12,0.0529,0.0526,0.053,0.144,0.1438,0.1071,0.1441,0.0,0.0,519,395,113,91,170,258,343,415,400,0,0
2014-01-10,100514.70483016968,11937.161567687988,0.11876035041695737,0.1587,0.1148,0.1378,0.0584,0.0719,0.0579,0.1508,0.0726,0.0584,0.0,0.0,1106,378,294,101,231,104,360,278,162,0,0
2014-01-13,99426.80161476135,30556.88505935669,0.3073304638496998,0.056,0.0559,0.0785,0.0561,0.1524,0.0557,0.0949,0.087,0.0561,0.0,0.0,392,184,167,98,487,101,227,333,156,0,0
2014-01-14,100053.41863632202,35434.05048465729,0.3541513220398228,0.0646,0.0644,0.0643,0.0643,0.1285,0.0661,0.0647,0.0645,0.0645,0.0,0.0,451,210,136,112,411,119,154,248,178,0,0
2014-01-15,100275.96485424042,12464.278223991394,0.12429975859229353,0.0943,0.0613,0.0613,0.0816,0.0615,0.1669,0.1203,0.0614,0.1672,0.0,0.0,652,198,130,142,197,302,285,237,460,0,0
2014-01-16,100263.29241847992,31569.27383041382,0.3148637259850761,0.0576,0.083,0.0974,0.06,0.1567,0.0576,0.0577,0.0576,0.0576,0.0,0.0,401,268,206,105,502,104,137,221,158,0,0
