date,portfolio_value,cash,w_c,w_XLF,w_XLK,w_XLV,w_XLY,w_XLP,w_XLE,w_XLI,w_XLU,w_XLB,w_XLRE,w_XLC,s_XLF,s_XLK,s_XLV,s_XLY,s_XLP,s_XLE,s_XLI,s_XLU,s_XLB,s_XLRE,s_XLC
2012-01-03,100000.0,12468.041467666626,0.12468041467666625,0.1682,0.0618,0.0618,0.0617,0.0618,0.1681,0.0618,0.0619,0.1681,0.0,0.0,1986,287,219,184,271,378,230,274,641,0,0
2012-01-04,100142.49168395996,11175.679071426392,0.11159777316801499,0.0552,0.1502,0.0881,0.055,0.0553,0.1291,0.1502,0.1502,0.0552,0.0,0.0,655,696,314,163,243,290,557,670,209,0,0
2012-01-05,100319.97578144073,20535.55994606018,0.20470060709344065,0.0583,0.1082,0.1583,0.0799,0.0581,0.0579,0.0582,0.0581,0.1584,0.0,0.0,683,501,564,235,256,131,216,259,599,0,0
2012-01-06,100190.4217042923,14441.609501838684,0.14414161809262038,0.0717,0.0716,0.0715,0.0716,0.1947,0.1571,0.0745,0.0715,0.0716,0.0,0.0,844,331,254,210,863,357,277,320,271,0,0
2012-01-09,100405.47978878021,11631.66533946991,0.11584691755807622,0.1559,0.0574,0.0571,0.057,0.0573,0.1558,0.0906,0.1167,0.1364,0.0,0.0,1830,266,203,168,254,353,335,523,516,0,0
2012-01-10,101345.52287578583,31788.760773658752,0.3136671445528053,0.0588,0.1599,0.0587,0.0586,0.0587,0.0587,0.0587,0.0755,0.0987,0.0,0.0,685,746,209,173,262,133,216,341,370,0,0
2012-01-11,101455.40605545044,11598.614456176758,0.1143222910155969,0.0568,0.0567,0.0674,0.1287,0.0566,0.1543,0.0567,0.1543,0.1542,0.0,0.0,654,264,240,380,254,355,208,701,573,0,0
2012-01-12,101662.55888557434,16113.809606552124,0.15850289214821872,0.1074,0.1564,0.0742,0.0746,0.0727,0.1079,0.0727,0.1029,0.0727,0.0,0.0,1236,726,264,220,327,251,265,469,267,0,0
2012-01-13,101275.33533287048,27848.338468551636,0.27497651206999285,0.0553,0.0553,0.0551,0.1502,0.1504,0.0614,0.0609,0.0814,0.0551,0.0,0.0,638,257,196,442,674,143,223,370,203,0,0
2012-01-17,101488.44802856445,15038.227994918823,0.14817674609317344,0.0734,0.1996,0.0911,0.0731,0.0733,0.116,0.0734,0.0786,0.0733,0.0,0.0,856,926,323,215,328,269,268,358,269,0,0
2012-01-18,102425.73268508911,14065.750722885132,0.13732633737784128,0.0679,0.1846,0.1015,0.0842,0.1092,0.0678,0.112,0.0678,0.0677,0.0,0.0,787,852,361,246,492,156,409,312,248,0,0
2012-01-19,102819.40619754791,33337.88412094116,0.3242372753727907,0.0662,0.1613,0.0594,0.0664,0.0593,0.0591,0.0855,0.0593,0.0593,0.0,0.0,763,742,212,193,268,136,310,276,218,0,0
2012-01-20,102759.90828323364,35066.59727859497,0.34124784523884644,0.0625,0.0623,0.0622,0.0734,0.0623,0.0622,0.0623,0.1493,0.0624,0.0,0.0,715,286,222,215,281,143,227,694,230,0,0
2012-01-23,102866.6431646347,11992.041939735413,0.11657852896533759,0.0578,0.153,0.1089,0.09,0.0577,0.1572,0.0577,0.1239,0.0772,0.0,0.0,660,701,391,264,261,359,211,574,285,0,0
2012-01-24,102700.39932155609,13607.89456653595,0.13250089246420046,0.0656,0.1782,0.0681,0.0654,0.0654,0.178,0.0656,0.1066,0.0746,0.0,0.0,749,816,244,191,297,407,239,497,275,0,0
2012-01-25,103635.94850540161,12629.857327461243,0.121867532546421,0.1643,0.1294,0.0602,0.082,0.0603,0.0908,0.0665,0.0603,0.1643,0.0,0.0,1889,593,216,240,273,207,242,279,602,0,0
2012-01-26,103213.11937141418,11924.283466339111,0.11553069550615336,0.088,0.057,0.0571,0.1552,0.057,0.1551,0.057,0.1029,0.1551,0.0,0.0,1016,262,205,453,258,357,207,473,566,0,0
2012-01-27,103050.45350456238,14363.96761894226,0.1393877186412025,0.0692,0.0691,0.0692,0.0693,0.0692,0.188,0.0692,0.0691,0.1883,0.0,0.0,795,317,248,202,315,433,251,321,685,0,0
2012-01-30,102745.30739879608,13509.222537994385,0.1314826231971805,0.065,0.1028,0.1703,0.0864,0.0648,0.0689,0.0648,0.1227,0.1228,0.0,0.0,751,469,609,252,296,159,235,572,446,0,0
2012-01-31,102820.9563035965,13087.15009880066,0.1272809607037558,0.0629,0.1514,0.0629,0.0627,0.065,0.1709,0.0629,0.0629,0.171,0.0,0.0,725,690,225,183,297,397,229,292,621,0,0
2012-02-01,103547.45376586914,14401.685153961182,0.13908294825409026,0.069,0.0689,0.069,0.1147,0.069,0.145,0.0689,0.0689,0.1876,0.0,0.0,788,313,246,336,315,338,250,321,679,0,0
2012-02-02,103598.10121917725,11999.398203849792,0.11582642985379892,0.1557,0.1557,0.0871,0.0572,0.0571,0.0704,0.057,0.1077,0.136,0.0,0.0,1771,706,312,168,260,163,207,503,495,0,0
2012-02-03,104886.95645427704,35499.236983299255,0.33845235082947894,0.0619,0.0618,0.0618,0.0618,0.0618,0.1668,0.0617,0.0619,0.0619,0.0,0.0,694,280,223,180,284,384,223,292,225,0,0
2012-02-06,104934.35044002533,31213.75935268402,0.2974598805995762,0.0545,0.0545,0.0543,0.0798,0.0544,0.148,0.0544,0.1482,0.0544,0.0,0.0,614,247,197,233,250,337,197,702,199,0,0
2012-02-07,105190.52756214142,19253.65473842621,0.1830360126966004,0.0708,0.1924,0.0707,0.0961,0.0708,0.085,0.09,0.0706,0.0706,0.0,0.0,800,872,256,280,326,193,327,333,259,0,0
2012-02-08,105402.8945684433,24165.201394081116,0.2292650642377706,0.0588,0.1597,0.0975,0.0601,0.1597,0.0587,0.0586,0.0587,0.0588,0.0,0.0,661,721,354,175,737,134,213,277,216,0,0
2012-02-09,105596.25189113617,15709.318015098572,0.148767761485455,0.0753,0.1969,0.0733,0.0824,0.1036,0.1023,0.0727,0.0724,0.0724,0.0,0.0,851,882,268,240,476,234,264,343,266,0,0
2012-02-10,104935.79453754425,36720.06858539581,0.3499289136487931,0.0641,0.1075,0.0639,0.0639,0.069,0.0762,0.0774,0.064,0.064,0.0,0.0,727,482,233,186,316,175,282,302,238,0,0
2012-02-13,105376.61316013336,12873.531474113464,0.12216687448998263,0.1643,0.1576,0.0649,0.0604,0.0603,0.0857,0.0603,0.0603,0.1641,0.0,0.0,1855,705,236,175,276,196,218,286,611,0,0
2012-02-14,105049.97212409973,32220.303433418274,0.3067140598129349,0.0562,0.0562,0.1174,0.056,0.0562,0.1529,0.0562,0.0562,0.0859,0.0,0.0,639,250,424,162,256,348,203,266,323,0,0
2012-02-15,104822.09171676636,32490.69061946869,0.3099603345758438,0.0581,0.058,0.079,0.1118,0.0581,0.1455,0.058,0.0634,0.0581,0.0,0.0,663,259,285,324,264,331,212,300,218,0,0
2012-02-16,105575.96539402008,12655.241967201233,0.119868588650557,0.1384,0.0672,0.0595,0.0595,0.0594,0.1619,0.0595,0.1131,0.1617,0.0,0.0,1566,298,215,173,270,366,217,533,600,0,0
2012-02-17,105795.14385318756,15587.291710853577,0.14733466152741506,0.089,0.0817,0.0765,0.0886,0.0732,0.0988,0.0731,0.073,0.1988,0.0,0.0,1003,363,278,256,333,223,266,345,739,0,0
2012-02-21,105883.2133436203,14363.286089897156,0.13565215520315124,0.067,0.0668,0.0669,0.0989,0.067,0.1818,0.0669,0.067,0.182,0.0,0.0,756,296,245,287,307,408,243,318,673,0,0
2012-02-22,105734.18573665619,13400.908011436462,0.12674148779859193,0.1537,0.0624,0.0626,0.1701,0.0625,0.0622,0.17,0.0625,0.0673,0.0,0.0,1754,277,229,494,287,139,617,296,249,0,0
