window,best_agent_path,n_eval_episodes,mean_reward,std_reward,Annual return,Cumulative returns,Annual volatility,Sharpe ratio,Calmar ratio,Stability,Max drawdown,Omega ratio,Sortino ratio,Skew,Kurtosis,Tail ratio,Daily value at risk (95%),Portfolio turnover (in %),final_portfolio_value_first_episode
1,agent_seed1_valrew-9,1,-20.386795509055688,0.0,0.087671889611314,0.08622194523811344,0.10054167996322405,0.8862853395530103,1.2333387939329272,0.9086434600399833,-0.07108500117128552,1.1603336887006763,1.3438104426217985,-0.10507530149575219,0.6452361282341461,1.1503952275164129,-0.00977444622194002,43.623225043451654,108622
2,agent_seed3_valrew-23,1,5.56844820537986,0.0,0.21748710089155998,0.21558709258079523,0.08653276823426058,2.3183570231368167,5.084843332049219,0.9203588048477488,-0.0427716424458473,1.4516973640659412,3.269020116378451,-0.5070742383324831,0.8375279768939903,0.8336543171051987,-0.009974755695954024,42.00059625335955,121559
