window,best_agent_path,status,n_eval_episodes,final_portfolio_value_first_episode,mean_reward,std_reward,Annual return,Cumulative returns,Annual volatility,Sharpe ratio,Calmar ratio,Stability,Max drawdown,Omega ratio,Sortino ratio,Skew,Kurtosis,Tail ratio,Daily value at risk (95%),Portfolio turnover
1,../models/20250601_232410/agent_win1_seed0_valrew-2.48.zip,completed,1.0,102169.0,12.1483811359796,0.0,0.029026698977375975,0.021691975259780838,0.10519099256227284,0.13447316547230942,0.4010203445368113,0.9048209827349404,-0.07238211071536171,1.0229470915146917,0.20755973715370446,0.07673864423852526,0.642067084086444,1.036969892820598,-0.011565902794263035,
2,../models/20250601_232410/agent_win2_seed2_valrew12.23.zip,completed,1.0,114545.0,19.251787125342172,0.0,0.19622740608730038,0.14545459957122797,0.09248403580625901,1.7680683412332245,4.024603976482638,0.9153451832932228,-0.048756947822428044,1.3302090701882234,2.533594293388693,-0.4746385161529038,1.1417155698333357,1.022117265364049,-0.00924501892429602,
