,Annual return,Cumulative returns,Annual volatility,Sharpe ratio,Calmar ratio,Stability,Max drawdown,Omega ratio,Sortino ratio,Skew,Kurtosis,Tail ratio,Daily value at risk (95%),Portfolio turnover (in %),lookback
0,0.11603902326438997,4.7774322614002225,0.16343132718920556,0.7537999988349967,0.36864817363075153,0.8595264513084344,-0.3147690170862421,1.163913787602941,0.8907191890561045,-0.2552333240316701,15.77507875064555,0.983314625951266,-0.015231772442891728,1073.3376263104608,10
1,0.04419631850350636,0.9955716655540465,0.15443216201574533,0.3578691071328615,0.0996042067627525,0.8662267328501204,-0.4437193963983637,1.071931588201565,0.40747994180033364,-1.0771545190688818,14.17429004677294,0.9177285628783102,-0.015460238258127812,708.3027926280379,30
2,0.043061406701536686,0.9612008791065216,0.14914113147296476,0.3576168988668974,0.10085137675110464,0.8702151307717998,-0.4269788681993875,1.068666637956374,0.43074914845081436,-0.6835791948682428,7.476513989320889,0.8716457988138507,-0.01600025700613153,537.7861681936661,60
3,0.07480629219034007,2.166191995973587,0.15576656920415521,0.5412573241587102,0.20682795217565636,0.8652266181125018,-0.3616836670451972,1.1072002397634448,0.6601296457278356,-0.29764400712446026,11.13593403930419,0.9086002476680247,-0.0160272152628608,459.04328027381706,90
4,0.08436029088042707,2.647037421684265,0.160180686022374,0.5858215386792605,0.22039581416008747,0.8619347072812028,-0.38276720999406477,1.1158400150303156,0.7420649534946884,-0.02372078940880207,9.815235618490352,0.9098748678347846,-0.016301070105355392,401.78334349910716,120
5,0.11363303497100508,4.581626599617004,0.16373158038183722,0.7393975761187134,0.3180263143557191,0.8593046857694501,-0.3573070209652656,1.150450108563635,0.9256221601476368,-0.053323996533849394,11.164552755501825,0.9792600086320742,-0.015664549867163424,363.54326620892584,150
6,0.07897059033516007,2.3669508902072907,0.16936306700632822,0.5340553541247774,0.22905092737370902,0.8551663963187135,-0.34477306527694285,1.1101720721190704,0.6146549562346689,-0.765921220276775,15.715603995015563,0.8987200932764904,-0.016905509984832423,266.2918226158688,252
7,0.08521356410340952,2.4020576361465453,0.16689098906736294,0.5738265997114058,0.20199713996656965,0.8569780805311125,-0.4218553001171813,1.1205800865780302,0.6651484150310251,-0.41418439406322666,16.880724077776772,0.9690091528238631,-0.015734062083323928,190.12193021673843,504
8,0.12364731467217993,4.098164751186371,0.17550942658330032,0.7524915084816562,0.35330588905866656,0.8506950071056166,-0.3499724134279807,1.1571155748457225,0.9063504722078917,-0.4490076384234598,15.959431444654054,0.9662820959312493,-0.016302605122211267,123.6488143225626,756
9,0.12320499748853364,3.784044671039581,0.18150154512256558,0.7314268967450752,0.3156916032306669,0.8463806112892241,-0.3902701124379011,1.1559452861037314,0.864984546225574,-0.450335203739176,18.28215373416665,0.9491981766799739,-0.016613711797620445,104.22903274864085,882
