window,best_agent_path,status,metrics
1,../models/20250603_003027/agent_seed0_valrew-10.05.zip,completed,"{'n_eval_episodes': 1, 'mean_reward': np.float64(-19.423373099759424), 'std_reward': np.float64(0.0), 'Annual return': np.float64(0.09780485535640748), 'Cumulative returns': np.float64(0.0961800426769257), 'Annual volatility': np.float64(0.09948773050162193), 'Sharpe ratio': np.float64(0.9878231296752091), 'Calmar ratio': np.float64(1.3502453739709566), 'Stability': np.float64(0.9095144695646286), 'Max drawdown': np.float64(-0.0724348753506718), 'Omega ratio': np.float64(1.181738713687457), 'Sortino ratio': np.float64(1.5258448114055443), 'Skew': np.float64(0.04318711779736696), 'Kurtosis': np.float64(0.7824719990663151), 'Tail ratio': np.float64(1.158062112624869), 'Daily value at risk (95%)': np.float64(-0.009648741876299754), 'Portfolio turnover (in %)': np.float64(1.1692968754499515), 'final_portfolio_value_first_episode': 109618}"
