date,portfolio_value,cash,w_c,w_XLF,w_XLK,w_XLV,w_XLY,w_XLP,w_XLE,w_XLI,w_XLU,w_XLB,w_XLRE,w_XLC,s_XLF,s_XLK,s_XLV,s_XLY,s_XLP,s_XLE,s_XLI,s_XLU,s_XLB,s_XLRE,s_XLC
2017-01-03,100000.0,9123.032367706299,0.09123032367706299,0.0977,0.0917,0.0933,0.0886,0.0914,0.0889,0.0886,0.0913,0.0886,0.0887,0.0,488,206,154,118,221,168,164,247,210,382,0
2017-01-04,100611.45499801636,9273.334856033325,0.09216977188349137,0.0941,0.0928,0.0923,0.0892,0.0896,0.0892,0.0891,0.0929,0.0893,0.0893,0.0,469,209,152,118,218,170,165,252,210,382,0
2017-01-05,100582.32335472107,9163.72314453125,0.0911066958775031,0.0944,0.0939,0.0903,0.0884,0.0895,0.089,0.0888,0.0964,0.0891,0.089,0.0,475,211,148,117,217,170,165,261,210,379,0
2017-01-06,100860.57076454163,9195.226554870605,0.09116770295041067,0.0926,0.0907,0.0946,0.0894,0.0901,0.0894,0.0891,0.0942,0.0893,0.0893,0.0,466,203,155,118,219,171,165,255,211,381,0
2017-01-09,100370.66519546509,9158.569358825684,0.09124747097162292,0.0929,0.0939,0.093,0.089,0.0899,0.089,0.0894,0.093,0.0893,0.0894,0.0,468,209,151,117,219,172,166,254,210,382,0
2017-01-10,100232.20335388184,9146.22967338562,0.09125041022089235,0.0926,0.0922,0.0953,0.0894,0.0899,0.0894,0.0893,0.0921,0.0891,0.0893,0.0,465,205,154,117,220,174,165,252,209,386,0
2017-01-11,100537.97562789917,9185.430059432983,0.0913627910455364,0.0935,0.0933,0.0953,0.0886,0.089,0.089,0.0906,0.091,0.0891,0.0892,0.0,468,207,156,116,218,172,167,247,208,389,0
2017-01-12,100378.48103523254,9521.165735244751,0.09485265803038852,0.0905,0.0891,0.098,0.0887,0.0891,0.0888,0.0888,0.0941,0.0891,0.089,0.0,456,198,160,116,218,172,164,255,208,386,0
2017-01-13,100463.65271186829,9432.776704788208,0.09389243223956424,0.0903,0.0889,0.0962,0.0889,0.0891,0.089,0.0907,0.0947,0.0893,0.0892,0.0,453,197,157,116,218,173,167,257,209,388,0
2017-01-17,100427.05184555054,9321.86935043335,0.09282229418393864,0.0893,0.089,0.0988,0.0891,0.0903,0.0891,0.0895,0.0935,0.0893,0.0893,0.0,459,198,162,116,218,172,166,251,210,385,0
2017-01-18,100607.04357910156,9258.945831298828,0.09203079130358352,0.0913,0.0891,0.0966,0.0888,0.0909,0.0892,0.0891,0.0943,0.0893,0.0893,0.0,466,198,159,116,219,173,165,254,209,385,0
2017-01-19,100221.32841873169,9358.735633850098,0.09338067835968655,0.0895,0.0893,0.0976,0.0888,0.0905,0.0891,0.089,0.0942,0.0891,0.0895,0.0,457,198,161,116,218,173,163,255,209,388,0
2017-01-20,100559.76641845703,9198.40200805664,0.09147199059492186,0.0894,0.0895,0.0976,0.0896,0.0904,0.0891,0.0909,0.093,0.0896,0.0895,0.0,456,198,162,117,217,173,167,252,209,387,0
2017-01-23,100359.51597213745,9292.10892868042,0.09258821984813242,0.089,0.0889,0.0968,0.089,0.0905,0.0888,0.0889,0.0978,0.0887,0.0888,0.0,456,196,161,116,217,174,164,266,206,381,0
2017-01-24,101011.78107261658,9318.092611312866,0.09224758253311227,0.0896,0.0894,0.0955,0.0892,0.0914,0.0892,0.0892,0.0954,0.0895,0.0894,0.0,456,197,161,116,219,174,164,261,204,386,0
2017-01-25,101540.93765068054,9442.642004013062,0.0929934489722508,0.0932,0.0897,0.0971,0.0893,0.0892,0.0892,0.0892,0.0916,0.0892,0.0894,0.0,469,197,163,116,215,174,163,252,203,390,0
2017-01-26,101488.09752464294,9289.57640838623,0.09153365404382097,0.0934,0.0895,0.0929,0.0894,0.0897,0.0893,0.0894,0.0957,0.0894,0.0896,0.0,469,197,157,116,217,174,163,263,203,391,0
2017-01-27,101274.52221488953,9555.979553222656,0.09435719215684162,0.0917,0.0887,0.0986,0.0886,0.0886,0.0886,0.0895,0.0937,0.0889,0.0888,0.0,461,194,165,115,215,174,163,257,202,390,0
2017-01-30,100685.40021133423,9221.110334396362,0.09158339059130377,0.0909,0.0894,0.0933,0.089,0.0907,0.089,0.0893,0.098,0.0894,0.0895,0.0,458,196,156,115,219,177,163,267,204,393,0
2017-01-31,100860.60349464417,9266.130725860596,0.09187066510416667,0.0923,0.0893,0.0953,0.0887,0.091,0.0894,0.0889,0.0948,0.0891,0.0894,0.0,469,197,157,115,219,178,164,255,205,390,0
2017-02-01,100633.1131439209,9325.324611663818,0.09266656193302063,0.0895,0.0892,0.1012,0.0887,0.0892,0.0894,0.0895,0.0919,0.0893,0.0893,0.0,453,195,165,115,216,179,165,251,204,393,0
2017-02-02,100851.37524986267,9245.470695495605,0.09167421537474964,0.0893,0.0893,0.1003,0.0892,0.0898,0.0892,0.0897,0.0927,0.0892,0.0894,0.0,455,196,164,116,216,178,166,251,205,390,0
2017-02-03,101414.44897079468,9323.750091552734,0.0919370975849584,0.0908,0.0894,0.0953,0.0894,0.0895,0.0895,0.0893,0.096,0.0893,0.0895,0.0,456,196,156,117,215,178,165,261,206,390,0
2017-02-06,101147.55355072021,9248.470422744751,0.09143543366184459,0.0921,0.0897,0.0969,0.0894,0.0897,0.0895,0.0897,0.0924,0.0897,0.0897,0.0,463,196,158,117,216,179,165,251,207,392,0
2017-02-07,101055.89806938171,9341.647703170776,0.09244040062616735,0.0919,0.0892,0.0922,0.0894,0.0896,0.0893,0.0894,0.0982,0.0891,0.0893,0.0,463,194,150,117,214,181,164,266,207,391,0
2017-02-08,101291.21633529663,9259.420848846436,0.0914138578235222,0.093,0.0938,0.0943,0.0889,0.0894,0.0893,0.089,0.0926,0.0891,0.0892,0.0,473,204,154,116,213,181,164,249,207,388,0
2017-02-09,101704.27704620361,9300.041919708252,0.09144199427801154,0.0933,0.096,0.0942,0.0891,0.089,0.0889,0.0904,0.0893,0.0891,0.0892,0.0,470,209,154,116,212,179,166,243,208,388,0
2017-02-10,102184.39538955688,9348.990901947021,0.09149137562840125,0.0934,0.0958,0.0915,0.0885,0.089,0.0892,0.0891,0.0938,0.089,0.0892,0.0,471,209,150,115,213,179,163,255,207,387,0
2017-02-13,102678.69687843323,9416.459941864014,0.09170801956137661,0.0938,0.0981,0.0935,0.0889,0.089,0.0889,0.089,0.089,0.0889,0.0892,0.0,470,214,153,116,214,179,162,242,206,387,0
2017-02-14,102872.75882911682,9427.019737243652,0.091637668169306,0.0945,0.0941,0.0916,0.0893,0.0897,0.089,0.0889,0.093,0.0892,0.0892,0.0,469,205,149,116,216,179,162,255,207,390,0
2017-02-15,103165.65322494507,9436.852256774902,0.09147281058937846,0.0933,0.0946,0.0936,0.0887,0.0898,0.0889,0.0891,0.0921,0.0892,0.0892,0.0,461,206,151,115,215,180,162,254,208,392,0
2017-02-16,103128.15808868408,9466.977973937988,0.09179818731754086,0.0929,0.0944,0.0941,0.0891,0.0896,0.0892,0.0891,0.0912,0.0893,0.0893,0.0,460,205,152,116,214,183,162,249,208,391,0
2017-02-17,103225.1337223053,9484.100946426392,0.09187782669228967,0.0939,0.0951,0.0916,0.0885,0.0904,0.0886,0.0887,0.0934,0.0889,0.0891,0.0,465,206,148,115,215,183,161,255,208,389,0
2017-02-21,103867.46939277649,9569.433378219604,0.09213118827447928,0.0916,0.0931,0.0927,0.0892,0.0902,0.0892,0.0891,0.0938,0.0895,0.0895,0.0,454,202,150,116,214,184,162,255,210,388,0
2017-02-22,103738.48283958435,9492.24514389038,0.09150167694826115,0.0915,0.0915,0.0958,0.0893,0.0899,0.0894,0.089,0.0932,0.0894,0.0895,0.0,453,198,155,116,213,187,162,252,209,389,0
2017-02-23,103857.7772064209,9506.4973487854,0.09153380328842307,0.0912,0.0895,0.0951,0.0894,0.0896,0.0892,0.0894,0.0963,0.0893,0.0895,0.0,452,194,153,117,212,186,164,258,210,387,0
2017-02-24,104099.33365821838,10039.377285003662,0.09644036068439404,0.0897,0.0891,0.0966,0.0888,0.0888,0.0886,0.089,0.0953,0.0888,0.0888,0.0,449,193,155,116,210,187,163,252,209,383,0
2017-02-27,104241.45032119751,9631.745262145996,0.09239841955832209,0.0915,0.0893,0.0963,0.0888,0.0891,0.0892,0.0892,0.0953,0.0893,0.0894,0.0,456,194,154,116,212,187,163,254,211,384,0
