window,best_agent_path,status,metrics
1,../models/20250603_002656/agent_seed0_valrew-14.98.zip,completed,"{'n_eval_episodes': 1, 'mean_reward': np.float64(-11.923116627141395), 'std_reward': np.float64(0.0), 'Annual return': np.float64(0.07859823282539935), 'Cumulative returns': np.float64(0.07117543462753306), 'Annual volatility': np.float64(0.10101075794441619), 'Sharpe ratio': np.float64(0.7996421793132709), 'Calmar ratio': np.float64(1.1110995622927096), 'Stability': np.float64(0.9082563388090749), 'Max drawdown': np.float64(-0.07073914480104289), 'Omega ratio': np.float64(1.144258793874209), 'Sortino ratio': np.float64(1.2449135767464858), 'Skew': np.float64(0.06704860924453274), 'Kurtosis': np.float64(0.7006048181377817), 'Tail ratio': np.float64(1.0668846324334904), 'Daily value at risk (95%)': np.float64(-0.01040180461452993), 'Portfolio turnover (in %)': np.float64(1.60792099111932), 'final_portfolio_value_first_episode': 107118}"
