window,best_agent_path,status,metrics
1,../models/20250602_222315/agent_seed0_valrew-11.62.zip,completed,"{'n_eval_episodes': 1, 'mean_reward': np.float64(17.108754540902233), 'std_reward': np.float64(0.0), 'Annual return': np.float64(0.03472512345705381), 'Cumulative returns': np.float64(0.025932400045394877), 'Annual volatility': np.float64(0.10569155161154735), 'Sharpe ratio': np.float64(0.375821195455989), 'Calmar ratio': np.float64(0.4787728307158905), 'Stability': np.float64(0.9044113600601346), 'Max drawdown': np.float64(-0.0725294361526962), 'Omega ratio': np.float64(1.0655246795675157), 'Sortino ratio': np.float64(0.5807352748002693), 'Skew': np.float64(0.07542321988036776), 'Kurtosis': np.float64(0.6660546822738223), 'Tail ratio': np.float64(1.0359071675535012), 'Daily value at risk (95%)': np.float64(-0.01164727230248983), 'Portfolio turnover (in %)': np.float64(1.052541223960974), 'final_portfolio_value_first_episode': 102593}"
