date,portfolio_value,cash,w_c,w_XLF,w_XLK,w_XLV,w_XLY,w_XLP,w_XLE,w_XLI,w_XLU,w_XLB,w_XLRE,w_XLC,s_XLF,s_XLK,s_XLV,s_XLY,s_XLP,s_XLE,s_XLI,s_XLU,s_XLB,s_XLRE,s_XLC,purchases,sales
2021-01-04,100000.0,242.35468673706055,0.0024235468673706054,0.1276,0.0469,0.1273,0.0461,0.0469,0.1275,0.0468,0.1272,0.0465,0.1273,0.1274,475,38,121,30,79,399,58,239,71,418,200,99757.64531326294,0.0
2021-01-05,100965.45764732361,305.99767684936523,0.0030307164844260636,0.1387,0.0504,0.1385,0.0506,0.0506,0.0509,0.0508,0.1386,0.0505,0.1386,0.1387,519,41,132,33,86,154,63,263,76,460,219,8117.729309082031,8181.372299194336
2021-01-06,102445.0950050354,528.6747894287109,0.005160567125275499,0.1273,0.0464,0.1269,0.0458,0.0464,0.1273,0.0464,0.1273,0.0463,0.1274,0.1273,463,39,121,30,80,379,57,239,68,431,205,7742.738342285156,7965.415454864502
2021-01-07,103302.81328010559,456.2566604614258,0.004416691530213081,0.1275,0.0461,0.1275,0.0463,0.0465,0.1274,0.0463,0.1272,0.0463,0.1273,0.1273,461,38,121,30,81,377,57,244,68,433,204,389.17138290405273,316.7532539367676
2021-01-08,103753.25665664673,383.97986602783203,0.0037008945878060128,0.1381,0.0498,0.138,0.0502,0.0505,0.0541,0.0508,0.1381,0.0506,0.1382,0.1378,502,41,131,32,88,161,63,264,75,467,221,7605.333648681641,7533.056854248047
2021-01-11,103139.77879142761,366.78553581237793,0.00355619858904393,0.1386,0.0509,0.1385,0.0495,0.0509,0.0508,0.0503,0.1387,0.0509,0.1387,0.1386,499,42,130,32,89,148,62,266,75,474,225,757.0832805633545,739.8889503479004
2021-01-12,103174.02913093567,383.66578483581543,0.0037186275273684856,0.1386,0.0507,0.138,0.0503,0.0508,0.0508,0.0507,0.1384,0.0508,0.1385,0.1387,494,42,131,32,89,143,62,267,74,473,229,412.1774444580078,429.0576934814453
2021-01-13,103630.25327682495,467.9431495666504,0.00451550714940979,0.1275,0.0459,0.1272,0.0454,0.0466,0.1274,0.0469,0.1274,0.0467,0.1274,0.1271,457,38,121,29,82,363,58,242,69,431,210,8002.281799316406,8086.559164047241
2021-01-14,103898.58986663818,275.867151260376,0.0026551577996821,0.1317,0.0478,0.1317,0.0481,0.0485,0.0977,0.0485,0.1318,0.0484,0.1317,0.1315,471,40,126,31,86,271,60,252,72,444,219,3637.638208389282,3445.562210083008
2021-01-15,103463.75692367554,428.9732093811035,0.0041461205559890305,0.1381,0.0499,0.1379,0.0494,0.0508,0.055,0.0505,0.1379,0.0506,0.1379,0.1379,500,42,131,32,90,158,63,260,76,456,228,3914.3413219451904,4067.447380065918
