date,portfolio_value,cash,w_c,w_XLF,w_XLK,w_XLV,w_XLY,w_XLP,w_XLE,w_XLI,w_XLU,w_XLB,w_XLRE,w_XLC,s_XLF,s_XLK,s_XLV,s_XLY,s_XLP,s_XLE,s_XLI,s_XLU,s_XLB,s_XLRE,s_XLC,purchases,sales
2014-01-02,100000.0,11407.426555633545,0.11407426555633544,0.152,0.0556,0.0558,0.0554,0.0558,0.1518,0.152,0.0557,0.1518,0.0,0.0,1068,182,122,95,178,270,364,217,417,0,0,88592.57344436646,0.0
2014-01-03,99997.19883537292,18365.20028114319,0.18365714735047856,0.0645,0.1515,0.0697,0.0796,0.0644,0.075,0.0988,0.0645,0.1481,0.0,0.0,450,498,152,137,206,134,236,252,408,0,0,15204.09257698059,22161.866302490234
2014-01-06,99757.1169681549,14237.73517036438,0.14272400409195304,0.0795,0.07,0.0701,0.0701,0.1287,0.149,0.0789,0.0974,0.1137,0.0,0.0,553,230,153,121,412,265,189,379,314,0,0,18543.363666534424,14415.898555755615
2014-01-07,100237.98039531708,27935.20760822296,0.27868885125231474,0.0601,0.1168,0.0576,0.1177,0.085,0.0575,0.0853,0.0575,0.0838,0.0,0.0,420,382,125,203,272,102,204,223,233,0,0,10053.464561462402,23750.936999320984
2014-01-08,100176.15606212616,33480.197271347046,0.33421323583811363,0.0625,0.0609,0.0609,0.0608,0.0608,0.1658,0.061,0.0611,0.072,0.0,0.0,435,199,131,105,196,296,146,238,199,0,0,11766.110562324524,17311.10022544861
2014-01-09,100221.60134792328,10679.539900779724,0.10655926224632228,0.0753,0.1209,0.0524,0.0526,0.0527,0.1434,0.1434,0.1092,0.1434,0.0,0.0,522,398,112,91,169,257,342,423,398,0,0,27528.67626285553,4728.018892288208
2014-01-10,100510.75211429596,11820.13616847992,0.11760071355389554,0.157,0.1154,0.1378,0.0573,0.0701,0.0574,0.157,0.0729,0.0577,0.0,0.0,1094,380,294,99,225,103,375,279,160,0,0,20430.633541107178,21571.229808807373
2014-01-13,99422.35769176483,30252.040008544922,0.3042780387720649,0.0556,0.0556,0.0785,0.0556,0.1509,0.0552,0.1029,0.0862,0.0553,0.0,0.0,389,183,167,97,482,100,246,330,154,0,0,9322.72294807434,27754.626788139343
2014-01-14,100053.29253005981,35418.44798088074,0.35399582647657185,0.0647,0.0647,0.0648,0.0643,0.126,0.0672,0.0647,0.0647,0.0648,0.0,0.0,452,211,137,112,403,121,154,249,179,0,0,4696.942867279053,9863.350839614868
2014-01-15,100276.13102722168,12339.981612205505,0.12306000925440178,0.0933,0.0607,0.0608,0.081,0.0608,0.1652,0.1283,0.0614,0.1654,0.0,0.0,645,196,129,141,195,299,304,237,455,0,0,30742.395266532898,7663.928897857666
2014-01-16,100261.61308670044,31544.999990463257,0.31462689477362554,0.0575,0.0833,0.0988,0.06,0.1564,0.0576,0.0573,0.0574,0.0572,0.0,0.0,400,269,209,105,501,104,136,220,157,0,0,15634.651887893677,34839.67026615143
2014-01-17,99984.41754341125,14971.31487083435,0.14973648133054435,0.0839,0.063,0.063,0.0627,0.063,0.0959,0.1626,0.0844,0.1717,0.0,0.0,584,204,133,110,203,173,387,323,471,0,0,31432.365242004395,14858.680122375488
