date,portfolio_value,cash,w_c,w_XLF,w_XLK,w_XLV,w_XLY,w_XLP,w_XLE,w_XLI,w_XLU,w_XLB,w_XLRE,w_XLC,s_XLF,s_XLK,s_XLV,s_XLY,s_XLP,s_XLE,s_XLI,s_XLU,s_XLB,s_XLRE,s_XLC,purchases,sales
2018-05-21,99899.5050239563,10229.529369354248,0.10239819873883425,0.1366,0.0498,0.1224,0.0502,0.1364,0.0502,0.05,0.0501,0.1153,0.1366,0.0,558,77,166,51,333,88,74,128,222,565,0,10299.685768127441,7470.304000854492
2018-05-22,99726.0308933258,6443.911697387695,0.0646161452497851,0.1681,0.0614,0.0612,0.0618,0.1679,0.0615,0.0615,0.0618,0.1682,0.0618,0.0,681,95,83,63,410,109,92,157,326,255,0,17381.799591064453,13596.1819190979
2018-05-23,99849.82967948914,13901.815860748291,0.13922723659491593,0.136,0.0494,0.0657,0.0493,0.1359,0.0496,0.0687,0.1202,0.0499,0.136,0.0,555,76,89,50,331,88,103,303,97,557,0,14319.092071533203,21776.9962348938
2018-05-24,99692.9740447998,14057.809089660645,0.14101103136258508,0.1378,0.0508,0.1378,0.0555,0.1377,0.0505,0.0504,0.0505,0.0503,0.1379,0.0,566,78,187,56,335,91,75,126,98,566,0,8786.10765838623,8942.100887298584
2018-05-25,99576.86016464233,13061.686563491821,0.1311719062229455,0.1276,0.127,0.0611,0.0467,0.1273,0.0466,0.0463,0.1124,0.0465,0.1274,0.0,525,195,83,47,309,86,69,279,91,520,0,13721.12052154541,12724.997995376587
2018-05-29,98821.99594688416,16287.871547698975,0.16482030535442277,0.1621,0.0594,0.0595,0.0596,0.0659,0.0593,0.0592,0.0889,0.0592,0.1621,0.0,685,91,81,60,159,109,89,219,117,655,0,12172.15685081482,15398.341835021973
2018-05-30,99999.88627052307,15476.791423797607,0.15476809025491559,0.1517,0.0552,0.0737,0.0555,0.1353,0.0554,0.0554,0.0558,0.0557,0.1517,0.0,637,85,100,56,326,100,83,138,110,612,0,8333.087902069092,7522.007778167725
2018-05-31,99342.47942733765,6004.951797485352,0.06044696923311211,0.1583,0.0582,0.1584,0.1042,0.1583,0.0581,0.0695,0.0583,0.0581,0.0582,0.0,666,89,216,105,385,105,105,143,115,234,0,18810.45000076294,9338.610374450684
2018-06-01,99999.1085395813,14405.520160675049,0.14405648581330208,0.1413,0.0515,0.0737,0.0516,0.1413,0.0519,0.0518,0.0993,0.052,0.1414,0.0,592,78,100,52,346,94,78,249,102,570,0,12561.650497436523,20962.21886062622
2018-06-04,100325.1160812378,14627.06162071228,0.14579660798865246,0.143,0.0524,0.1113,0.052,0.1429,0.0524,0.0523,0.0524,0.0526,0.1428,0.0,599,79,151,52,348,96,79,133,103,572,0,4366.829725265503,4588.371185302734
