date,portfolio_value,cash,w_c,w_Canada,w_France,w_Germany,w_Italy,w_Japan,w_Switzerland,w_UK,w_US,s_Canada,s_France,s_Germany,s_Italy,s_Japan,s_Switzerland,s_UK,s_US,purchases,sales
2017-01-03,100000.0,255.4637050628662,0.002554637050628662,0.076,0.0931,0.2069,0.1129,0.1513,0.2068,0.0759,0.0745,347,437,1126,265,614,1060,344,38,99744.53629493713,0.0
2017-01-04,100963.06276512146,176.02790069580078,0.0017434881220403221,0.0791,0.2152,0.0988,0.0831,0.1496,0.2152,0.079,0.0782,359,1014,539,193,607,1106,358,40,14242.99096107483,14163.555156707764
2017-01-05,101835.65829467773,95.73907470703125,0.0009401331155536399,0.0791,0.2059,0.0976,0.1159,0.1346,0.211,0.0776,0.0774,359,968,532,270,544,1084,352,40,3365.421432495117,3285.1326065063477
2017-01-06,101576.850107193,166.13665199279785,0.001635575938980935,0.1695,0.1924,0.1323,0.0705,0.1005,0.1925,0.0707,0.0701,769,905,721,164,406,990,322,36,12701.279411315918,12771.676988601685
2017-01-09,101130.94094467163,192.6026268005371,0.001904487637526376,0.0829,0.0857,0.0829,0.149,0.2254,0.2075,0.0829,0.0819,377,402,457,345,905,1064,379,42,24375.501035690308,24401.967010498047
2017-01-10,101127.50820922852,186.00403785705566,0.0018393020964406759,0.2331,0.1141,0.0858,0.0856,0.1536,0.1191,0.1036,0.1033,1059,535,473,199,616,611,472,53,22574.460289001465,22567.861700057983
2017-01-11,101736.64217185974,257.7747497558594,0.0025337454063051397,0.0802,0.2052,0.2053,0.0753,0.0771,0.2051,0.0754,0.0739,363,959,1132,175,311,1054,343,38,30159.983854293823,30231.754566192627
2017-01-12,101638.00678062439,264.14451789855957,0.002598875423331446,0.1134,0.1676,0.0792,0.1398,0.2084,0.1322,0.0791,0.0776,513,785,439,325,836,676,359,40,23987.979082107544,23994.348850250244
2017-01-13,102085.63442993164,155.66204071044922,0.0015248182722250772,0.142,0.2071,0.1292,0.0854,0.076,0.2071,0.0761,0.0755,642,970,716,198,305,1059,346,39,19696.21831893921,19587.7358417511
2017-01-17,101970.80378341675,114.57186317443848,0.0011235751697886587,0.0794,0.216,0.1686,0.0811,0.0794,0.2158,0.0794,0.0792,358,1008,934,190,320,1103,360,41,6810.165105819702,6769.074928283691
2017-01-18,101593.67034339905,201.3087863922119,0.0019815091403998257,0.0991,0.1391,0.2193,0.0805,0.0805,0.2192,0.0806,0.0797,453,647,1213,188,324,1124,366,41,7887.744052886963,7974.480976104736
2017-01-19,101428.99314689636,134.37122344970703,0.0013247812019103993,0.0981,0.1204,0.0819,0.0817,0.2227,0.2227,0.0898,0.0815,449,560,451,191,901,1142,408,42,16087.631059646606,16020.693496704102
2017-01-20,102030.18092346191,128.18733406066895,0.0012563668210764896,0.0869,0.1411,0.2124,0.1006,0.0897,0.2124,0.0781,0.0774,397,656,1170,235,363,1088,357,40,17347.621267318726,17341.437377929688
2017-01-23,102113.23833656311,205.6189136505127,0.0020136362042774223,0.0802,0.2078,0.0815,0.1707,0.1477,0.1508,0.0801,0.0791,367,965,450,399,598,772,363,41,20218.372241973877,20295.80382156372
2017-01-24,102533.30112838745,146.03319358825684,0.0014242513601059313,0.1015,0.0915,0.1795,0.2021,0.0743,0.2019,0.0743,0.0734,458,425,986,473,302,1037,338,38,20606.190828323364,20546.60510826111
2017-01-25,103393.83427429199,182.01939010620117,0.0017604472392746804,0.1126,0.1085,0.0898,0.1704,0.218,0.103,0.0896,0.1063,508,500,498,398,881,529,407,55,22609.934156417847,22645.92035293579
2017-01-26,103032.25728797913,175.88974380493164,0.0017071327799148672,0.0741,0.202,0.1895,0.074,0.1088,0.202,0.0741,0.0736,334,932,1065,172,438,1045,337,38,30322.838024139404,30316.708377838135
2017-01-27,102798.41038513184,161.26139450073242,0.0015687148653035624,0.0742,0.1757,0.1227,0.074,0.202,0.202,0.0742,0.0737,336,809,690,173,811,1044,337,38,9637.801319122314,9623.172969818115
2017-01-30,101869.94557380676,135.23427200317383,0.0013275188402372706,0.0784,0.1551,0.1333,0.2018,0.0784,0.1955,0.0785,0.0778,355,713,762,469,313,1010,357,40,15529.981342315674,15503.954219818115
2017-01-31,101988.25567817688,150.74000930786133,0.0014780134075782236,0.0978,0.1004,0.113,0.1677,0.2155,0.1325,0.0862,0.0855,441,463,647,391,858,683,390,44,17442.467206954956,17457.972944259644
2017-02-01,102158.35603523254,125.49823951721191,0.0012284676886727688,0.0738,0.1008,0.2009,0.201,0.0737,0.2011,0.0738,0.0737,334,464,1153,467,294,1036,333,38,19370.757223129272,19345.515453338623
2017-02-02,102368.2489490509,103.24070358276367,0.0010085227074084953,0.076,0.2065,0.2066,0.076,0.0758,0.2066,0.076,0.0756,344,953,1175,177,304,1065,345,39,12767.442472457886,12745.184936523438
2017-02-03,102958.7931804657,266.2690658569336,0.0025861712014263647,0.1292,0.1006,0.0926,0.2517,0.1057,0.1339,0.0925,0.0912,586,466,523,587,424,691,422,47,30010.415882110596,30173.444244384766
2017-02-06,102143.00720787048,198.57591247558594,0.0019440969862133152,0.0819,0.1594,0.1039,0.1023,0.1686,0.2208,0.0812,0.08,371,744,598,237,673,1145,369,41,22729.07892227173,22661.38576889038
2017-02-07,101865.43528556824,231.26676750183105,0.0022703163919488567,0.0799,0.1259,0.1201,0.2171,0.0796,0.2171,0.0798,0.0783,362,587,694,502,317,1132,360,40,13366.57625579834,13399.267110824585
2017-02-08,102127.87286949158,219.42757606506348,0.0021485571950124556,0.0738,0.1771,0.2006,0.0735,0.126,0.2007,0.0738,0.0723,334,828,1155,170,502,1047,333,37,18185.61994743347,18173.780755996704
2017-02-09,102644.35320854187,197.83382606506348,0.001927371744095126,0.077,0.0772,0.0771,0.2093,0.1945,0.2096,0.0771,0.0763,348,361,443,487,777,1091,348,39,22980.129865646362,22958.536115646362
