date,portfolio_value,cash,w_c,w_Canada,w_France,w_Germany,w_Italy,w_Japan,w_Switzerland,w_UK,w_US,s_Canada,s_France,s_Germany,s_Italy,s_Japan,s_Switzerland,s_UK,s_US,purchases,sales
2020-01-02,100000.0,394.84933853149414,0.003948493385314941,0.0801,0.2184,0.161,0.0799,0.0802,0.2184,0.0801,0.0778,300,846,646,147,220,780,288,26,99605.1506614685,0.0
2020-01-03,98824.37438201904,77.60480117797852,0.0007852799642119324,0.1256,0.237,0.1517,0.0871,0.0873,0.0948,0.1286,0.0872,467,925,610,160,238,338,461,29,13449.993030548096,13132.74849319458
2020-01-06,99205.37665176392,388.7623710632324,0.0039187631173246504,0.0896,0.0897,0.2435,0.173,0.0895,0.0898,0.1337,0.0872,333,351,979,318,244,320,478,29,18324.523609161377,18635.68117904663
2020-01-07,98915.7150478363,354.93224906921387,0.0035882291190794733,0.2267,0.0834,0.0835,0.0831,0.1627,0.0833,0.1925,0.0812,839,326,336,152,444,298,691,27,26643.47237586975,26609.642253875732
2020-01-08,99114.95314025879,312.33806800842285,0.0031512709042643586,0.0924,0.1503,0.2512,0.0922,0.0922,0.1042,0.1238,0.0905,343,583,1008,169,252,372,445,30,27036.250579833984,26993.656398773193
2020-01-09,99533.15601539612,174.93180465698242,0.0017575229366777376,0.2327,0.0948,0.0948,0.1144,0.0945,0.0949,0.1783,0.0938,866,366,380,209,260,340,643,31,22223.17423248291,22085.76796913147
2020-01-10,99103.80938911438,296.5385990142822,0.0029922018219297047,0.0957,0.1219,0.2048,0.107,0.0958,0.0957,0.1822,0.0939,355,470,821,196,264,343,659,31,14240.430854797363,14362.037649154663
2020-01-13,99481.76759910583,155.83041191101074,0.001566421824539549,0.1005,0.1135,0.1101,0.2728,0.1004,0.1003,0.1005,0.1003,372,438,443,499,276,359,364,33,18419.74934577942,18279.041158676147
2020-01-14,99538.45551490784,309.2785053253174,0.003107125821125453,0.1283,0.1374,0.1052,0.1049,0.1052,0.1051,0.2077,0.1031,475,531,424,192,288,376,750,34,17018.18497276306,17171.633066177368
2020-01-15,99529.35291481018,120.71921157836914,0.001212900597090146,0.1002,0.135,0.1721,0.1002,0.1001,0.1003,0.1906,0.1003,369,523,698,184,273,359,688,33,6725.022201538086,6536.462907791138
2020-01-16,100064.3491153717,168.9398956298828,0.0016883125421132687,0.1453,0.1397,0.1304,0.1296,0.1143,0.1132,0.1131,0.1128,535,543,525,239,312,406,409,37,11970.177083969116,12018.39776802063
2020-01-17,100442.6120262146,193.57138061523438,0.001927183858626795,0.1388,0.1256,0.1522,0.1162,0.1165,0.1166,0.1164,0.1157,512,489,612,215,316,418,421,38,3297.266399383545,3321.8978843688965
2020-01-21,99854.35378837585,294.9021472930908,0.002953322875816564,0.131,0.1213,0.2213,0.1276,0.0932,0.0935,0.1175,0.0917,480,470,899,236,251,337,427,30,8354.673433303833,8456.00419998169
2020-01-22,99761.36977386475,402.50926399230957,0.004034720703060736,0.1684,0.0975,0.1904,0.0973,0.0973,0.0974,0.1527,0.0949,620,378,777,179,261,352,552,31,8334.909660339355,8442.516777038574
2020-01-23,99704.935962677,254.80190658569336,0.002555559603198326,0.161,0.1905,0.1101,0.1056,0.0995,0.0995,0.1331,0.0981,590,742,448,194,268,360,483,32,10918.582138061523,10770.874780654907
2020-01-24,99360.19452857971,370.93654441833496,0.003733250988268141,0.097,0.0969,0.2638,0.153,0.097,0.0971,0.0969,0.0945,356,376,1071,281,262,352,351,31,19954.945371627808,20071.08000946045
2020-01-27,97520.03495025635,186.60241317749023,0.0019134777102230696,0.0987,0.1252,0.2635,0.1166,0.0987,0.0987,0.0988,0.0978,360,488,1072,214,265,359,359,32,3743.086015701294,3558.751884460449
2020-01-28,98832.46545791626,150.20730781555176,0.0015198174721191323,0.1252,0.0921,0.2287,0.0922,0.1138,0.092,0.163,0.0914,459,361,918,170,307,336,596,30,10613.8955783844,10577.500473022461
2020-01-29,98806.56413650513,247.54694175720215,0.0025053693944382723,0.2347,0.0864,0.2205,0.086,0.0862,0.0863,0.1121,0.0853,865,339,883,159,232,314,410,28,10884.913215637207,10982.252849578857
2020-01-30,98777.4301071167,160.38899993896484,0.0016237413725487192,0.1313,0.0828,0.225,0.0907,0.0827,0.0828,0.2206,0.0825,483,326,902,168,222,302,807,27,11666.561408996582,11579.403467178345
2020-01-31,96989.12260818481,248.0420322418213,0.0025574211372532745,0.0932,0.1914,0.0932,0.1623,0.1739,0.0933,0.0984,0.0917,342,753,377,300,465,339,359,30,28143.789672851562,28231.44270515442
2020-02-03,97220.94926261902,374.9034023284912,0.0038561997714687997,0.1663,0.0859,0.1906,0.0859,0.0859,0.1031,0.1954,0.083,613,338,769,158,230,374,720,27,27061.345432281494,27188.206802368164
