date,portfolio_value,cash,w_c,w_Canada,w_France,w_Germany,w_Italy,w_Japan,w_Switzerland,w_UK,w_US,s_Canada,s_France,s_Germany,s_Italy,s_Japan,s_Switzerland,s_UK,s_US,purchases,sales
2021-01-04,100000.0,481.5196838378906,0.004815196838378906,0.0758,0.2065,0.2066,0.0755,0.0757,0.2065,0.076,0.0727,269,726,820,123,185,714,306,21,99518.48031616211,0.0
2021-01-05,100786.18823432922,290.3535499572754,0.002880886310356331,0.0806,0.1616,0.1738,0.0805,0.0805,0.2196,0.1208,0.0796,283,570,691,131,197,761,483,23,7919.354091644287,7728.187957763672
2021-01-06,102090.4798412323,309.13216972351074,0.0030280215178169674,0.1924,0.1559,0.0706,0.1922,0.0707,0.1337,0.1127,0.0687,678,552,278,313,176,465,443,20,22853.88069343567,22872.659313201904
2021-01-07,102477.31954956055,266.73001289367676,0.0026028199611981416,0.1923,0.1388,0.0706,0.0708,0.1922,0.1924,0.0707,0.0695,673,491,280,116,480,669,279,20,18539.82704925537,18497.424892425537
2021-01-08,102899.06459617615,449.2352809906006,0.004365785857758854,0.0688,0.1876,0.1875,0.187,0.0688,0.161,0.0689,0.0661,242,663,748,302,172,559,271,19,28929.561546325684,29112.066814422607
2021-01-11,101616.93013381958,258.1627826690674,0.0025405489255490416,0.1028,0.1028,0.2796,0.1025,0.1028,0.1027,0.1029,0.1015,361,365,1114,165,255,358,407,29,23225.122343063354,23034.04984474182
2021-01-12,101842.90827941895,302.0703983306885,0.0029660425397703685,0.0841,0.0803,0.0804,0.2186,0.1164,0.0803,0.1205,0.2165,294,285,322,351,288,279,475,62,26648.78511428833,26692.69272994995
2021-01-13,101849.15612983704,351.50115966796875,0.003451193637970608,0.234,0.0859,0.086,0.0856,0.0858,0.1013,0.2339,0.084,819,305,344,137,213,353,927,24,30192.578859329224,30242.009620666504
2021-01-14,102438.41327095032,255.93400955200195,0.00249841833136418,0.2008,0.0739,0.0832,0.0734,0.1515,0.1409,0.2009,0.0728,702,263,335,117,378,492,791,21,10852.00991821289,10756.442768096924
2021-01-15,100976.09574508667,326.58394050598145,0.003234269834817539,0.226,0.0831,0.0831,0.2259,0.0829,0.0829,0.122,0.0908,787,298,337,361,205,291,482,26,20679.298305511475,20749.948236465454
2021-01-19,101587.94744110107,156.66707229614258,0.0015421816883048594,0.238,0.0875,0.1763,0.087,0.1473,0.0875,0.0875,0.0875,832,312,709,139,365,307,346,25,18126.01785850525,17956.10099029541
2021-01-20,102309.4431400299,425.93099212646484,0.004163164015500479,0.2155,0.0791,0.0791,0.2154,0.079,0.0793,0.0793,0.1691,752,282,319,345,196,279,314,48,21446.584197998047,21715.84811782837
2021-01-21,102187.10828399658,430.4440498352051,0.004212312659234105,0.0772,0.2101,0.0772,0.0772,0.077,0.2101,0.1929,0.0741,270,743,312,124,190,741,762,21,38297.181367874146,38301.694425582886
