date,portfolio_value,cash,w_c,w_Canada,w_France,w_Germany,w_Italy,w_Japan,w_Switzerland,w_UK,w_US,s_Canada,s_France,s_Germany,s_Italy,s_Japan,s_Switzerland,s_UK,s_US,purchases,sales
2016-01-04,100000.0,218.56975555419922,0.002185697555541992,0.0801,0.2177,0.0801,0.0797,0.1938,0.186,0.0799,0.0805,462,1086,409,197,778,1016,365,47,99781.4302444458,0.0
2016-01-05,99604.06892204285,237.50234413146973,0.0023844642764278613,0.0769,0.077,0.1525,0.209,0.0768,0.1776,0.1279,0.0999,444,386,778,508,308,976,583,58,26598.49495124817,26617.42753982544
2016-01-06,97831.12718200684,72.15237808227539,0.0007375196439068087,0.1188,0.0729,0.0728,0.198,0.1979,0.0728,0.1241,0.142,689,363,375,481,791,399,566,82,20021.479648590088,19856.129682540894
2016-01-07,95961.3399925232,195.8318157196045,0.002040736568860571,0.0939,0.0938,0.1183,0.2554,0.0938,0.1075,0.0939,0.1413,547,468,604,618,374,586,432,82,15049.064126968384,15172.743564605713
2016-01-08,94793.92204666138,108.90298652648926,0.0011488393366916798,0.1289,0.1825,0.1399,0.0831,0.0831,0.1948,0.102,0.0846,745,908,711,203,332,1058,467,49,22588.405265808105,22501.47643661499
2016-01-11,94863.38572883606,235.88304710388184,0.002486555221401711,0.2128,0.0781,0.0822,0.0783,0.2128,0.0791,0.0782,0.1761,1248,386,419,190,851,429,357,102,29125.224098205566,29252.20415878296
2016-01-12,95563.38285636902,159.77482986450195,0.001671925219564927,0.1286,0.088,0.0879,0.2132,0.1622,0.0957,0.0881,0.1347,758,431,447,524,645,516,405,78,16929.22409248352,16853.11587524414
2016-01-13,93937.08988952637,144.1096773147583,0.0015341083855614096,0.0913,0.13,0.1352,0.1153,0.0913,0.2317,0.1129,0.0908,541,642,685,281,362,1252,519,53,23549.47286605835,23533.807713508606
2016-01-14,95096.53443622589,196.21852779388428,0.0020633614984726214,0.0785,0.0785,0.2134,0.0784,0.0784,0.2135,0.1798,0.0774,465,388,1083,191,311,1158,821,45,13746.986152648926,13799.095003128052
2016-01-15,91841.05073261261,189.50842761993408,0.0020634392366837323,0.2148,0.0789,0.0789,0.2148,0.0788,0.079,0.1376,0.115,1272,391,403,520,312,427,632,66,28437.747747421265,28431.037647247314
2016-01-19,92114.0975561142,77.04914951324463,0.0008364533937523268,0.2046,0.0752,0.2047,0.0751,0.0751,0.1959,0.0815,0.087,1220,369,1067,181,295,1049,374,50,22434.333129882812,22321.873851776123
2016-01-20,90055.73035526276,110.8762149810791,0.0012311955557262283,0.0953,0.0743,0.2022,0.0743,0.0743,0.2022,0.2023,0.0738,563,363,1069,182,290,1081,927,42,11477.734663009644,11511.561728477478
2016-01-21,91305.78258419037,159.72584438323975,0.0017493508062970849,0.189,0.0693,0.0695,0.1886,0.1548,0.0695,0.0694,0.1882,1096,340,362,470,614,374,318,108,36901.63857936859,36950.48820877075
2016-01-22,93993.35004711151,124.98767185211182,0.0013297501556170227,0.075,0.0751,0.1585,0.2042,0.0751,0.1237,0.2041,0.0829,431,372,837,501,301,665,935,48,28000.221961975098,27965.48378944397
2016-01-25,92280.27632522583,170.39914512634277,0.0018465391729626007,0.0756,0.2056,0.2055,0.08,0.0757,0.2056,0.0755,0.0745,438,1009,1095,197,300,1098,346,43,24041.769991874695,24087.181465148926
2016-01-26,94145.63645553589,113.92122268676758,0.001210053136563281,0.0786,0.0786,0.1095,0.1021,0.0785,0.1309,0.2139,0.2066,452,386,582,253,313,698,976,120,28145.828567504883,28089.350645065308
2016-01-27,93428.03291511536,142.28502082824707,0.0015229371355546042,0.0895,0.1293,0.0897,0.2434,0.0898,0.1006,0.0896,0.1665,510,635,481,598,358,536,409,97,19864.979877471924,19893.343675613403
2016-01-28,93720.33420562744,93.9787368774414,0.0010027571676307408,0.0742,0.2016,0.11,0.0829,0.0742,0.2016,0.1805,0.074,414,997,599,204,298,1072,816,43,26776.626848220825,26728.32056427002
2016-01-29,95238.05745506287,187.71409034729004,0.0019709987305847883,0.0724,0.0723,0.197,0.1483,0.0723,0.1297,0.1968,0.1092,403,361,1075,362,291,690,885,63,19235.514192581177,19329.249546051025
2016-02-01,95057.19765281677,233.4732494354248,0.002456134361210115,0.0875,0.0875,0.0876,0.2382,0.0875,0.131,0.0993,0.1789,489,436,479,584,352,696,445,103,19653.74810409546,19699.507263183594
2016-02-02,92981.99500846863,110.74186134338379,0.001191003283305522,0.0743,0.1863,0.0743,0.2022,0.0744,0.1236,0.1731,0.0906,416,932,413,490,298,662,782,52,16155.619899749756,16032.888511657715
2016-02-03,93923.55618095398,180.1584758758545,0.0019181394231789896,0.0857,0.0855,0.0857,0.2328,0.151,0.0856,0.1069,0.1649,471,424,479,577,600,455,481,95,19493.82817840576,19563.244792938232
2016-02-04,94027.58749198914,217.25661277770996,0.002310562448453966,0.0802,0.1801,0.0803,0.2183,0.0802,0.0994,0.1515,0.1077,434,897,444,543,322,527,681,62,14388.610235214233,14425.708372116089
2016-02-05,92446.07611083984,143.5718002319336,0.0015530329276474176,0.1073,0.1486,0.0895,0.1865,0.1652,0.094,0.0895,0.1178,578,742,500,464,657,497,402,68,12147.154476165771,12073.469663619995
2016-02-08,90801.83498382568,201.9923610687256,0.00222454051842351,0.0932,0.0966,0.2009,0.0931,0.0934,0.1533,0.0932,0.1741,503,486,1143,228,370,815,422,100,21152.647939682007,21211.0685005188
2016-02-09,89747.94727706909,204.7283592224121,0.002281148097909989,0.0896,0.11,0.0896,0.1755,0.1027,0.1643,0.1708,0.0951,487,548,516,433,406,872,772,54,17305.038599014282,17307.77459716797
2016-02-10,89731.50029373169,194.35550498962402,0.0021659674066900783,0.2006,0.0737,0.0738,0.1501,0.2006,0.0737,0.088,0.1373,1101,366,413,377,788,390,398,78,22552.863159179688,22542.4903049469
2016-02-11,88402.39210796356,71.33947849273682,0.00080698583818424,0.0758,0.1869,0.2063,0.0756,0.0759,0.2063,0.0966,0.0758,414,921,1172,191,298,1094,436,43,34243.87979221344,34120.86376571655
2016-02-12,90039.61954975128,167.01737689971924,0.001854932059185723,0.149,0.0848,0.2307,0.0847,0.0848,0.1927,0.0848,0.0866,804,421,1298,216,334,1032,378,49,11186.070552825928,11281.74845123291
2016-02-16,91906.59520816803,192.3444356918335,0.0020928251694687875,0.2205,0.081,0.117,0.1832,0.0809,0.081,0.0811,0.1531,1196,405,656,460,321,432,364,87,21720.831497192383,21746.158555984497
2016-02-17,93806.09298610687,188.03945446014404,0.002004554805283209,0.0733,0.1992,0.1827,0.0799,0.0733,0.199,0.1188,0.0719,390,995,1028,203,295,1060,532,41,31862.44337463379,31858.1383934021
2016-02-18,93195.92260456085,101.24504566192627,0.0010863677597947993,0.0852,0.0765,0.2081,0.0982,0.0764,0.1565,0.1733,0.1247,451,379,1191,248,307,833,775,71,15643.467975616455,15556.673566818237
2016-02-19,92857.82108592987,120.93769931793213,0.0013023964799477403,0.0726,0.1467,0.1976,0.1041,0.0862,0.1976,0.1217,0.0723,387,727,1137,263,345,1047,543,41,11704.33303451538,11724.025688171387
2016-02-22,94003.95605945587,153.39341259002686,0.0016317761402829492,0.0787,0.0788,0.2142,0.0942,0.0788,0.2141,0.1619,0.0777,422,391,1213,237,318,1140,731,44,7930.202159881592,7962.6578731536865
2016-02-23,92263.6547498703,223.88008403778076,0.002426525208054318,0.0741,0.0824,0.2018,0.1637,0.0741,0.1492,0.1793,0.0728,395,409,1150,411,298,792,814,41,8414.97564125061,8485.462312698364
