date,portfolio_value,cash,w_c,w_Canada,w_France,w_Germany,w_Italy,w_Japan,w_Switzerland,w_UK,w_US,s_Canada,s_France,s_Germany,s_Italy,s_Japan,s_Switzerland,s_UK,s_US,purchases,sales
2014-01-02,100000.0,121.84872817993164,0.0012184872817993164,0.0858,0.2333,0.0859,0.0857,0.0859,0.2334,0.1034,0.0854,378,1004,404,217,344,1150,404,57,99878.15127182007,0.0
2014-01-03,99984.52170944214,192.8608455657959,0.001928907017490717,0.0941,0.0941,0.1361,0.1168,0.094,0.094,0.1142,0.2547,415,406,638,294,373,465,446,170,27625.133869171143,27696.145986557007
2014-01-06,99942.56756782532,221.97125053405762,0.0022209880728091,0.094,0.1542,0.1589,0.0939,0.1601,0.1499,0.094,0.0927,417,662,738,237,635,742,368,62,20353.248504638672,20382.358909606934
2014-01-07,100432.44104194641,72.6561393737793,0.0007234329726530681,0.0943,0.1786,0.1375,0.0942,0.0944,0.2114,0.0944,0.0943,422,768,633,238,376,1044,370,63,8972.89782333374,8823.582712173462
2014-01-08,100202.62292289734,105.33044242858887,0.0010511745037815748,0.1047,0.1674,0.1041,0.1042,0.1041,0.1918,0.1042,0.1185,468,720,482,262,414,947,408,79,6322.49711227417,6355.1714153289795
2014-01-09,100195.73393440247,201.29559516906738,0.002009023610734309,0.0913,0.0914,0.1132,0.0911,0.0913,0.2401,0.1265,0.1531,409,394,519,230,361,1189,496,102,11412.877527236938,11508.842679977417
2014-01-10,101002.48441505432,128.2687110900879,0.0012699559999235976,0.099,0.099,0.1172,0.1939,0.0991,0.099,0.099,0.1927,445,426,536,490,391,489,388,129,17166.85359764099,17093.82671356201
2014-01-13,100150.45707893372,147.6626377105713,0.001474408025858442,0.1111,0.1299,0.1322,0.111,0.1387,0.1112,0.1113,0.1531,496,558,609,280,544,548,438,103,12187.62773323059,12207.021659851074
2014-01-14,100978.45920944214,147.4342746734619,0.0014600566876116076,0.1066,0.1174,0.1065,0.1063,0.1065,0.1681,0.1395,0.1475,483,501,487,271,419,826,546,99,8501.125675201416,8500.897312164307
2014-01-15,101622.91812896729,188.9811248779297,0.0018596309607848314,0.1082,0.1083,0.1084,0.17,0.1364,0.1083,0.1082,0.1503,491,459,491,433,542,532,425,101,10180.663877487183,10222.21072769165
2014-01-16,101626.42023849487,203.7134895324707,0.002004532768687512,0.0997,0.1293,0.1367,0.1002,0.0997,0.1082,0.0996,0.2245,450,549,622,256,394,532,391,151,12634.493967056274,12649.226331710815
2014-01-17,101165.00399017334,120.5104923248291,0.001191227080231568,0.1037,0.1037,0.1038,0.1367,0.1811,0.1039,0.1172,0.1487,466,442,473,347,718,513,458,100,13991.057571411133,13907.854574203491
2014-01-21,101725.70261764526,112.13644981384277,0.00110234136435831,0.0995,0.239,0.1127,0.1315,0.0996,0.1131,0.104,0.0994,447,1019,512,335,395,558,405,67,15568.931087493896,15560.55704498291
2014-01-22,101593.47465515137,184.06168937683105,0.0018117471619275706,0.1251,0.1848,0.1195,0.0954,0.1349,0.1377,0.0954,0.1055,565,789,544,242,535,680,369,71,10068.457656860352,10140.38289642334
2014-01-23,101334.40829277039,137.4973201751709,0.0013568670552446549,0.092,0.1567,0.1232,0.0918,0.1182,0.2331,0.092,0.0916,416,666,559,237,465,1149,357,62,9978.026103973389,9931.461734771729
