date,portfolio_value,cash,w_c,w_Canada,w_France,w_Germany,w_Italy,w_Japan,w_Switzerland,w_UK,w_US,s_Canada,s_France,s_Germany,s_Italy,s_Japan,s_Switzerland,s_UK,s_US,purchases,sales
2015-01-02,100000.0,252.51778030395508,0.0025251778030395506,0.1932,0.1931,0.1932,0.0709,0.071,0.1331,0.0709,0.0721,841,918,1001,188,284,721,299,42,99747.48221969604,0.0
2015-01-05,96868.00198364258,111.8423843383789,0.0011545854363473394,0.0955,0.2024,0.1073,0.1428,0.0871,0.1896,0.0871,0.087,414,966,567,371,342,1032,365,50,17638.88389968872,17498.208503723145
2015-01-06,95846.22534942627,176.19172477722168,0.0018382750508419094,0.1151,0.089,0.0891,0.2423,0.1224,0.0891,0.0892,0.1619,501,422,471,633,481,485,374,93,22302.66072654724,22367.010066986084
2015-01-07,96784.08036231995,159.47526741027832,0.0016477427570037164,0.1285,0.1672,0.0984,0.1081,0.1713,0.1288,0.0984,0.0978,564,794,520,281,675,701,413,56,19372.779384613037,19356.062927246094
2015-01-08,98301.0027103424,119.22196197509766,0.0012128254919881313,0.0811,0.142,0.2206,0.0809,0.092,0.2206,0.0811,0.0805,357,672,1169,211,363,1198,340,46,21036.72459602356,20996.47129058838
2015-01-09,97429.79170417786,143.50359725952148,0.0014728923745956028,0.199,0.1171,0.1776,0.0842,0.0846,0.1677,0.0844,0.084,876,553,950,220,329,910,352,48,12441.84394454956,12466.125579833984
2015-01-12,97148.99519920349,162.1798858642578,0.0016693933429955587,0.0894,0.1516,0.169,0.0891,0.0928,0.2281,0.0893,0.0888,399,710,901,233,361,1227,373,51,11261.773244857788,11280.449533462524
2015-01-13,97491.53923606873,143.14808654785156,0.0014683129189419074,0.1997,0.0735,0.0735,0.1998,0.106,0.0734,0.0735,0.1991,898,344,390,520,412,395,307,115,33651.21325111389,33632.181451797485
2015-01-14,97196.78085708618,214.78543090820312,0.002209799841252089,0.0931,0.1483,0.13,0.0931,0.0957,0.253,0.093,0.0915,420,690,688,242,370,1357,391,53,32079.590007781982,32151.227352142334
2015-01-15,97476.85644721985,237.5311279296875,0.002436795118216619,0.2312,0.0849,0.0849,0.1472,0.0849,0.0851,0.0849,0.1944,1052,397,451,381,317,458,356,114,28914.442249298096,28937.18794631958
2015-01-16,98907.614528656,102.66067695617676,0.0010379451313774573,0.1384,0.1157,0.2369,0.0872,0.087,0.1598,0.0872,0.0868,627,536,1243,227,333,856,365,51,25870.97504043579,25736.10458946228
2015-01-20,99496.08382987976,156.51246070861816,0.001573051467796723,0.1249,0.1224,0.2505,0.092,0.092,0.1331,0.092,0.0916,576,571,1297,239,354,711,384,54,3746.0352783203125,3799.887062072754
2015-01-21,100340.94813537598,132.9244213104248,0.001324727579124412,0.2458,0.0903,0.0904,0.1981,0.0902,0.0903,0.0904,0.1031,1140,422,464,518,350,482,377,61,24092.465927124023,24068.87788772583
2015-01-22,100926.5077495575,135.29972648620605,0.0013405767176839552,0.0921,0.0922,0.092,0.2505,0.1069,0.0921,0.0922,0.1808,426,434,469,656,421,492,383,106,15574.529224395752,15576.904529571533
