,Annual return,Cumulative returns,Annual volatility,Sharpe ratio,Calmar ratio,Stability,Max drawdown,Omega ratio,Sortino ratio,Skew,Kurtosis,Tail ratio,Daily value at risk (95%),Avg Annual Turnover (in %),lookback
0,0.13931380331247034,2.6773459625244143,0.16732300764251568,0.8641963802968611,0.3527379261868629,0.8566609185743411,-0.39494988480107146,1.1920374563597518,0.9857248914655806,-1.2586094713534752,28.65967325921212,1.069043161263998,-0.013454485175165842,64.11737453475476,10
1,0.08736691953271469,1.3077234679985046,0.1694280720867133,0.5792262283686725,0.22403022433914724,0.8551188601241734,-0.38997827096961096,1.1258517499842036,0.6925144806213226,0.07027599847973802,27.19621617175045,0.9846360241111268,-0.01409711255129778,42.81906904104409,30
2,0.08493326527130618,1.256671274843216,0.1706532656035382,0.5631944461921093,0.21509142754075236,0.8542239016302092,-0.39487052665180844,1.1211345985372707,0.6703915636018921,0.003941167075775578,26.367776648183177,0.8804048697319273,-0.015230105718360643,33.990574879824315,60
3,0.1039919467872219,1.6852025774097443,0.16672482096990088,0.6772506002800194,0.3277330978017201,0.8571001336619357,-0.3173068191304177,1.1450411912198433,0.8007278461884377,-0.4607363922124251,29.66728567239983,0.9198001266755761,-0.01501952639688603,29.34150347202094,90
4,0.11807209652774442,2.0473948421382904,0.1653540597058471,0.758124025006776,0.398367269242677,0.8581083076609481,-0.2963900542135588,1.1615277696444535,0.9078971761766804,-0.4278517208175011,28.479399476679596,0.9407071422579987,-0.01480844534675449,25.301201983308914,120
5,0.15270696025813146,3.132467910413742,0.16757805505164827,0.9324189261109345,0.5221886921666814,0.8564737883462229,-0.29243635978503296,1.2044812176341866,1.1097029527418447,-0.42529224084220246,29.12452074882746,0.9807933241124706,-0.014437687785358894,22.208976976055673,150
6,0.1291898876726314,2.3638159931373597,0.17222838089737638,0.7922465641084006,0.38397450549380313,0.853076086789905,-0.3364543370047165,1.17184085067851,0.9138203602969713,-0.6528570879360458,24.490452665502826,0.9116006479960058,-0.01569293572934563,16.503336708218722,252
7,0.13572424753845524,2.563293802127838,0.1728315510084364,0.8232503299656672,0.3726015875942821,0.8526373622368613,-0.36426105539368364,1.177381618669234,0.9795367587762369,-0.31065254562614353,20.387767689699768,0.9958016015194631,-0.015401670700422643,11.756465766014381,504
8,0.17694607659666461,4.086775078744888,0.17475924292187464,1.020329749640261,0.5785862106161692,0.8512382481986593,-0.3058249113960471,1.2237481429594845,1.2198558995742304,-0.48961993916324975,20.58233066024281,0.9786456271458814,-0.015861324937262222,8.52537711666039,756
9,0.17166097667552704,3.863260810775757,0.1751527340745746,0.9926924150573596,0.5614990299437773,0.8509532174024117,-0.30571909748929643,1.2188096355126368,1.18910495075538,-0.435915096794142,21.266551890629984,1.0184463126087484,-0.015595314365260904,7.104737013600055,1008
10,0.16399411622120508,3.5547129578590395,0.17198114539703946,0.969563779591194,0.5147044682833103,0.8532560476143357,-0.3186180154374283,1.2142527440735429,1.1650080149281423,-0.40472027202144506,21.677733374974725,0.9918088371287853,-0.015370550495992258,6.196212175916644,1260
11,0.16861350880263548,3.7384345011138915,0.16969843321300002,1.003633172050291,0.5315251690344361,0.8549212101217731,-0.31722582226715107,1.2241502668745683,1.2076247234076516,-0.3726353552096681,23.098132744446353,0.9804116791970011,-0.015042337588566268,5.28174789684993,1512
