date,portfolio_value,cash,w_c,w_XLF,w_XLK,w_XLV,w_XLY,w_XLP,w_XLE,w_XLI,w_XLU,w_XLB,w_XLRE,w_XLC,s_XLF,s_XLK,s_XLV,s_XLY,s_XLP,s_XLE,s_XLI,s_XLU,s_XLB,s_XLRE,s_XLC,purchases,sales
2018-01-02,100000.0,13087.39925956726,0.13087399259567262,0.0522,0.0522,0.1414,0.0521,0.142,0.0522,0.0522,0.1419,0.0522,0.1307,0.0,216,87,192,56,307,99,78,345,99,513,0,86912.60074043274,0.0
2018-01-03,100261.21881103516,5610.67197227478,0.05596054026481919,0.0797,0.1412,0.1335,0.1408,0.0516,0.0582,0.094,0.1412,0.0519,0.0518,0.0,329,234,180,151,112,109,140,347,98,204,0,25310.824953079224,17834.097665786743
2018-01-04,100430.00205039978,7700.757648468018,0.07667786011398736,0.1658,0.0829,0.1654,0.0822,0.0609,0.0606,0.0608,0.1064,0.0608,0.0776,0.0,679,137,223,88,132,113,90,264,114,311,0,16465.793760299683,18555.87943649292
2018-01-05,100899.74391365051,13747.842695236206,0.1362525033463072,0.0492,0.0578,0.134,0.1097,0.1338,0.0491,0.0494,0.0974,0.0492,0.1341,0.0,202,95,180,117,290,92,73,243,92,539,0,15822.463180541992,21869.54822731018
2018-01-08,101153.35200691223,7411.848844528198,0.07327338835021222,0.1602,0.1292,0.0621,0.16,0.0586,0.0589,0.1064,0.0589,0.0588,0.0734,0.0,660,212,84,171,127,110,157,146,110,294,0,31281.076835632324,24945.082984924316
2018-01-09,101244.43858146667,6116.939214706421,0.060417533055748096,0.1569,0.1239,0.0576,0.0572,0.0576,0.1568,0.1104,0.0575,0.104,0.0577,0.0,642,204,77,61,125,294,162,144,195,234,0,14869.897193908691,13574.987564086914
2018-01-10,101052.9626865387,6120.132968902588,0.060563617396225566,0.1546,0.1001,0.0898,0.1538,0.0565,0.0603,0.1543,0.0566,0.0568,0.0567,0.0,626,165,120,164,123,113,226,143,107,233,0,17428.517372131348,17431.711126327515
2018-01-11,101795.4954662323,5462.29340171814,0.05365948047799519,0.1399,0.1397,0.1395,0.1306,0.0514,0.0514,0.14,0.0513,0.0513,0.0514,0.0,568,231,187,138,113,95,204,131,96,214,0,9148.275886535645,8490.436319351196
2018-01-12,102412.46801567078,8304.648370742798,0.0810902083667396,0.1334,0.0592,0.0964,0.0591,0.1502,0.0591,0.0592,0.1613,0.059,0.082,0.0,540,98,129,62,332,109,86,417,111,346,0,26272.297031402588,29114.652000427246
2018-01-16,102230.26964759827,16332.789056777954,0.15976470680434782,0.1575,0.0579,0.0579,0.1118,0.0578,0.0574,0.067,0.0576,0.0579,0.1574,0.0,638,96,77,118,127,107,98,149,110,660,0,16390.47155380249,24418.612239837646
2018-01-17,102865.64606285095,15115.997718811035,0.14694894065580608,0.0529,0.1442,0.0528,0.1438,0.0705,0.0527,0.0526,0.0862,0.0531,0.1442,0.0,214,237,70,152,154,98,77,223,101,605,0,16348.96025466919,15132.16891670227
2018-01-18,102577.40325737,6405.282968521118,0.06244341117165988,0.1141,0.0605,0.0605,0.0607,0.1625,0.0605,0.1301,0.1649,0.0606,0.0632,0.0,461,99,80,64,355,113,191,428,115,267,0,34129.92495918274,25419.210208892822
2018-01-19,102999.5158405304,16530.350555419922,0.16048959473764066,0.0606,0.0579,0.0575,0.0572,0.1189,0.0575,0.0578,0.1572,0.0575,0.1574,0.0,244,95,76,60,258,108,85,411,109,663,0,9682.953346252441,19808.020933151245
