,Annual return,Cumulative returns,Annual volatility,Sharpe ratio,Calmar ratio,Stability,Max drawdown,Omega ratio,Sortino ratio,Skew,Kurtosis,Tail ratio,Daily value at risk (95%),Avg Annual Turnover (in %)
0,0.0882202668596983,1.3258692251205444,0.1701412162918726,0.5828521862750927,0.25001616488236966,0.8545977067357368,-0.3528582517902598,1.1153406022748606,0.6902039379984873,-1.1951796812411066,17.68032845144724,0.9269383242742832,-0.0163385765765183,0.490361106137407
