,Annual return,Cumulative returns,Annual volatility,Sharpe ratio,Calmar ratio,Stability,Max drawdown,Omega ratio,Sortino ratio,Skew,Kurtosis,Tail ratio,Daily value at risk (95%),Portfolio turnover (in %),lookback
0,0.12099878188324009,2.928958658914566,0.1358587796283017,0.9089852751369325,0.5794636517880201,0.8803911348268487,-0.20881168561631194,1.1881686608093454,1.1125210810530421,-0.3948452529266824,5.249270562269477,1.0243012854973677,-0.01317817585970108,796.8061288097133,10
1,0.06157380059628159,1.045914195175171,0.13746689063248083,0.5036755728991709,0.23284045118516222,0.8791464685569501,-0.2644463205721764,1.0976413827830052,0.6148045698214436,-0.5591064856031202,4.936660599000922,0.944141327989491,-0.014066351468601912,525.555432033759,30
2,0.0647975227123816,1.1215993431282043,0.14313106778541382,0.5106747663486849,0.1803819469891247,0.8747903264822454,-0.35922398994999355,1.0987049543334106,0.6124625379491729,-0.9009824116111492,9.604479386496468,0.878019900925304,-0.015096253129883452,398.6574445221422,60
3,0.08904133710806783,1.7784166285896301,0.15193442480171723,0.6376405771641628,0.3259793664225291,0.8681049706211622,-0.27315022446130505,1.1268074032855342,0.7846183987714586,-0.2799695686472751,15.00784402495649,0.9209370941510229,-0.015184418322296578,346.871648058164,90
4,0.11447476517635802,2.663607489051819,0.15559983548241435,0.7745212634353271,0.4563600408772844,0.8653514558372553,-0.2508430951936486,1.1544665561651155,0.9891397731433368,-0.0022982121628656624,13.007408062869558,0.9509486123829005,-0.01521221407460358,298.0444063883474,120
5,0.1448981617513907,4.05866928237915,0.16045728185967623,0.9237607636176988,0.5875320296912929,0.8617292645167107,-0.24662172346165462,1.1892925825876082,1.1816052788385263,0.052207026762144934,14.46682037682601,0.99426026160754,-0.014915926585554228,270.34005174901887,150
6,0.10472512859586769,2.2975589988040923,0.17031288711398387,0.6706942614786975,0.30380220926713697,0.8544723475326509,-0.344714835512541,1.1382644910848532,0.7751052635339085,-0.9265577280638758,19.200952286869626,0.8955281287272595,-0.0163344018939231,202.75473896644257,252
7,0.13461746616279657,3.540516874570846,0.17350626107029588,0.8150917528686672,0.3696059521473492,0.8521471364694301,-0.36421888062324603,1.1710605926984021,0.9831424132000142,-0.3180232631830403,17.090287441119763,0.9876638654282079,-0.015917681612374147,151.89532640732443,504
8,0.1645261590233933,5.201239412612915,0.1713244253622263,0.9753281455671607,0.5379273665471764,0.8537344379980422,-0.305851996486898,1.209322777135102,1.1751782175896461,-0.4933043844588749,18.99408578885812,0.9823775632859875,-0.015790811083534837,104.92794344508357,756
9,0.1647801579735757,5.217462886734009,0.16901588920581398,0.9876109814496477,0.533696940784556,0.8554203661674461,-0.30875230000633364,1.2119234193198443,1.1879851744703178,-0.496220069522965,20.817988015074057,1.0006954662575829,-0.015325755983912325,89.90602188235692,882
