date,portfolio_value,cash,w_c,w_Canada,w_France,w_Germany,w_Italy,w_Japan,w_Switzerland,w_UK,w_US,s_Canada,s_France,s_Germany,s_Italy,s_Japan,s_Switzerland,s_UK,s_US,purchases,sales
2016-01-04,100000.0,231.26530075073242,0.002312653007507324,0.0847,0.2133,0.0783,0.0781,0.2132,0.1351,0.0784,0.1165,489,1064,400,193,856,738,358,68,99768.73469924927,0.0
2016-01-05,99655.6680469513,231.8630485534668,0.0023266418568809147,0.0898,0.0897,0.1835,0.1283,0.0898,0.1614,0.0899,0.1653,519,450,937,312,360,887,410,96,24519.149600982666,24519.7473487854
2016-01-06,97889.65390777588,197.7349338531494,0.0020199778624147564,0.1382,0.073,0.073,0.174,0.1983,0.0729,0.073,0.1956,802,364,376,423,793,400,333,113,22722.480278015137,22688.35216331482
2016-01-07,96020.50670433044,226.59133338928223,0.002359822304281416,0.0991,0.099,0.1321,0.1966,0.099,0.1004,0.099,0.1723,578,494,675,476,395,548,456,100,15392.972309112549,15421.828708648682
2016-01-08,94918.13978385925,138.61666870117188,0.001460381219193926,0.1466,0.1759,0.1285,0.0875,0.0875,0.173,0.0875,0.112,849,876,654,214,350,941,401,65,18580.641160964966,18492.666496276855
2016-01-11,94959.78147697449,193.6889362335205,0.0020396944182152054,0.2061,0.0756,0.0796,0.0757,0.2061,0.0757,0.0757,0.2035,1210,374,406,184,825,411,346,118,25784.78240585327,25839.85467338562
2016-01-12,95662.46169281006,190.3979434967041,0.001990309888826688,0.1477,0.0863,0.0863,0.0967,0.2343,0.0861,0.0863,0.1743,872,423,439,238,933,465,397,101,8287.627025604248,8284.336032867432
2016-01-13,93927.63814353943,225.7565040588379,0.002403515179566622,0.0984,0.1266,0.107,0.0985,0.1425,0.1858,0.0984,0.1405,583,625,542,240,565,1004,452,82,16322.601936340332,16357.960496902466
2016-01-14,95113.80725860596,222.17130088806152,0.00233584699521067,0.0876,0.084,0.2283,0.0837,0.084,0.2283,0.1193,0.0826,519,415,1159,204,333,1238,545,48,17601.974851608276,17598.3896484375
2016-01-15,91896.1147518158,223.84809494018555,0.002435882034237606,0.2306,0.0867,0.0867,0.17,0.1025,0.0867,0.1018,0.1324,1366,430,443,412,406,469,468,76,27482.85401535034,27484.530809402466
2016-01-19,92147.42758750916,125.28563022613525,0.001359621570630997,0.2117,0.0778,0.1908,0.0776,0.0779,0.1772,0.0778,0.1079,1263,382,995,187,306,949,357,62,18012.137969970703,17913.575505256653
2016-01-20,90127.92247486115,187.9521245956421,0.002085392844243874,0.1015,0.0801,0.2177,0.08,0.0799,0.205,0.1546,0.079,600,392,1152,196,312,1097,709,45,12738.63716506958,12801.303659439087
2016-01-21,91383.37397098541,165.67889881134033,0.001813009211762569,0.1874,0.0695,0.0694,0.1592,0.1859,0.0694,0.0693,0.1881,1088,341,362,397,738,374,318,108,34875.57866668701,34853.30544090271
2016-01-22,93999.32268619537,210.91797161102295,0.002243824376428173,0.0799,0.0799,0.1395,0.1862,0.0798,0.1023,0.2022,0.1278,459,396,737,457,320,550,926,74,25571.252351760864,25616.491424560547
2016-01-25,92313.68337249756,198.88720703125,0.0021544715774010946,0.0759,0.2065,0.2066,0.0759,0.0759,0.2065,0.076,0.0745,440,1014,1101,187,301,1103,348,43,27483.09119796753,27471.060433387756
2016-01-26,94182.19067955017,81.7975959777832,0.0008685038581879574,0.0838,0.0834,0.098,0.0835,0.0835,0.1125,0.2272,0.2272,482,410,521,207,333,600,1037,132,30847.996292114258,30730.90668106079
2016-01-27,93455.24381065369,232.13785362243652,0.0024839467980283985,0.0813,0.1246,0.0813,0.2206,0.1231,0.0813,0.0812,0.2042,463,612,436,542,491,433,371,119,20286.1254196167,20436.465677261353
2016-01-28,93723.90791893005,141.43382263183594,0.0015090474327444214,0.0797,0.2168,0.1019,0.0797,0.0797,0.2169,0.1172,0.1066,445,1072,555,196,320,1153,530,62,26754.315954208374,26663.611923217773
2016-01-29,95216.28802680969,99.98739624023438,0.001050108109781399,0.0772,0.0774,0.2102,0.0783,0.0773,0.1105,0.2102,0.1578,430,386,1147,191,311,588,945,91,23911.127183914185,23869.680757522583
2016-02-01,95069.39665603638,143.73281288146973,0.001511872568219812,0.0865,0.0865,0.0864,0.2349,0.0862,0.0973,0.0863,0.2344,483,431,472,576,347,517,387,135,24802.982664108276,24846.72808074951
2016-02-02,93045.6269493103,97.18231010437012,0.0010444586520687684,0.0862,0.2344,0.0861,0.1328,0.0861,0.1205,0.1205,0.1324,483,1173,479,322,345,646,545,76,19402.469207763672,19355.918704986572
2016-02-03,94159.17331314087,226.7510108947754,0.0024081669678713076,0.0771,0.0771,0.0771,0.2097,0.198,0.0772,0.0771,0.2044,425,383,432,521,789,411,348,118,24881.708366394043,25011.27706718445
2016-02-04,94206.24443244934,267.51619148254395,0.002839686403955596,0.0808,0.2106,0.0809,0.2198,0.0808,0.0815,0.0988,0.1439,438,1051,448,548,325,433,445,83,16545.747484207153,16586.512664794922
2016-02-05,92599.31062698364,141.4329071044922,0.001527364579140596,0.0912,0.1977,0.0881,0.1079,0.2039,0.0882,0.0883,0.1332,492,989,493,269,812,467,397,77,13588.033224105835,13461.949939727783
2016-02-08,90830.1936120987,179.3879108428955,0.0019749810465999143,0.0928,0.1051,0.1404,0.0927,0.1163,0.1196,0.0927,0.2384,501,529,799,227,461,636,420,137,17866.08671760559,17904.041721343994
2016-02-09,89915.99614238739,193.20971488952637,0.0021487802302002767,0.0968,0.1415,0.0969,0.1193,0.1369,0.1518,0.1281,0.1266,527,706,559,295,542,807,580,72,14000.853183746338,14014.674987792969
2016-02-10,90025.03943634033,215.30780029296875,0.0023916434987536995,0.2066,0.0759,0.0759,0.1107,0.2065,0.076,0.0758,0.1702,1138,378,426,279,814,403,344,97,20149.00252532959,20171.100610733032
2016-02-11,88714.76843643188,124.78924369812012,0.0014066343845279517,0.0759,0.2065,0.2066,0.0758,0.0759,0.2065,0.0759,0.0755,416,1021,1178,192,299,1099,344,43,34836.196310043335,34745.677753448486
2016-02-12,90320.85890769958,227.5301284790039,0.0025191315852246357,0.1364,0.0867,0.2362,0.0868,0.0868,0.1739,0.0867,0.1039,738,432,1333,222,343,934,388,59,13354.007932662964,13456.748817443848
2016-02-16,92187.11608695984,151.67772483825684,0.0016453245450826304,0.2299,0.0846,0.0994,0.1187,0.102,0.0845,0.0844,0.1948,1251,424,559,299,406,452,380,111,21382.054761886597,21306.20235824585
2016-02-17,94145.23373031616,119.76129150390625,0.0012720908617314456,0.0809,0.2198,0.1487,0.0808,0.0809,0.2198,0.0874,0.0803,432,1102,840,206,327,1175,393,46,30424.234344482422,30392.31791114807
2016-02-18,93607.11415481567,161.62592887878418,0.0017266415094420388,0.0973,0.082,0.2005,0.0816,0.0818,0.1275,0.1351,0.1924,517,408,1153,207,330,682,607,110,21638.11312866211,21679.977766036987
2016-02-19,93266.20157623291,117.9358959197998,0.0012645084063319836,0.0726,0.1955,0.1974,0.0725,0.1132,0.1881,0.0875,0.0719,389,973,1141,184,455,1001,392,41,19078.76855278015,19035.078519821167
2016-02-22,94415.2737083435,224.72771453857422,0.002380205084537238,0.084,0.1007,0.2284,0.0839,0.0839,0.2096,0.1246,0.0827,452,502,1299,212,340,1121,565,47,11490.608173370361,11597.399991989136
2016-02-23,92684.54288482666,150.84665870666504,0.001627527676261109,0.0822,0.1248,0.2238,0.1284,0.0822,0.1339,0.1417,0.0814,440,622,1281,324,332,714,646,46,7992.646392822266,7918.765336990356
2016-02-24,92512.60665130615,186.21192741394043,0.0020128275934954577,0.0831,0.0831,0.226,0.2259,0.0829,0.132,0.083,0.0819,443,419,1298,563,334,704,380,46,9242.339683532715,9277.70495223999
2016-02-25,93701.81957626343,150.3648281097412,0.0016047162028412912,0.0874,0.0874,0.0873,0.2377,0.0873,0.0874,0.0874,0.2366,466,441,501,593,352,466,398,133,17228.895957946777,17193.048858642578
2016-02-26,93628.85490036011,131.62458992004395,0.0014058122366242642,0.0786,0.2136,0.1107,0.1471,0.0784,0.2137,0.0784,0.0781,416,1078,633,367,317,1144,357,44,25836.99435043335,25818.254112243652
2016-02-29,92956.43180274963,145.01180839538574,0.0015599975771778314,0.0769,0.0966,0.2093,0.0779,0.0769,0.1453,0.1133,0.2023,404,490,1193,196,311,774,513,114,23883.9232711792,23897.31048965454
2016-03-01,95555.39035987854,204.5174961090088,0.0021403030780237477,0.0774,0.2105,0.0774,0.0773,0.2105,0.1809,0.0879,0.076,409,1058,438,195,854,966,399,43,27117.464916229248,27176.97060394287
