,Annual return,Cumulative returns,Annual volatility,Sharpe ratio,Calmar ratio,Stability,Max drawdown,Omega ratio,Sortino ratio,Skew,Kurtosis,Tail ratio,Daily value at risk (95%),Avg Annual Turnover (in %)
0,0.14418297885236475,2.8373050776958464,0.15912998252363939,0.9266869379091046,0.3970564411334324,0.8627160155264174,-0.36312968111229177,1.203946993573435,1.073966655789184,-0.7808662451351333,23.611421339658108,0.9537762669659071,-0.014347672322608918,0.6169184469333677
